PROLIFIC_PID,story,summary,game,words
5d077ff056b6cc0001a04283,aid,"James was granted some money from a government welfare agency during a time in need. Hs neighbour, Mark, had also applied but hadn't been granted it, which made James feel unsure of what to do.",dgkw,35
638a3fd5992f01b81d0e1e93,aid,I would get to know Mark more and ask about his situation before I decided if I wanted to share with him.,dglt,22
651abfde6598a7443132c95b,bonus,"Steve exceeded a sales target and was rewarded with a bonus.  His colleague, Max also contributed to the work and Steve has to decide whether to keep the bonus to himself or to split it with Max.",dglt,37
614b2ae5644dcd015db6fc7f,bonus,Steve worked extremely hard and long hours to exceed his team's sales target.  His boss gave the full bonus to him as he is the team leader.  He has the decision whether to keep the whole amount or give some to his co-worker Max who made a big contribution to the project.,dglt,52
63d3fada47de3a294210f997,aid,"James has successfully applied for some funding from the government welfare agency, he is financially struggling and really needs the money. He meets his friend Mark who has unsuccessfully applied for the funding and now James is wondering whether he should share the money with Mark.",dgkw,46
655f92ad94dedff4c7b77769,aid,"James should have used the money on what he needed to get back on his feet. If James had any extra, then he could have helped Mark as well.",dgkw,29
5bce1e8453de590001846151,bonus,"The story explains that Steve earned a bonus for doing well in sales. He has the choice to either keep the whole bonus, or share it with his teammate Max, who also contributed.",dglt,33
66e7549ffa6e7b90fd01ce13,bonus,Steve and Max both worked long hours working on a sales pitch to hit their sales target. Steve receives a call from the director to discuss the bonus because the team exceeded their sales target. The director said Steve could keep the bonus all to himself or give some to Max who contributed to the work as well. Now Steve is left with a choice.,dgkw,65
63d79ce309ec7612b9c62c35,aid,"James and his neighbour Mark are both struggling financially, James has qualified for support with his expenses but Mark did not. James feels guilty and is unsure whether to help Mark out. ",dgkw,32
5b4b679dff74970001256d36,aid,James was struggling with funds at this current time and the government offered him some sort of financial assistance. A neighbour of his also applied for this but he wasn't offered it. James had a dilemma whether to help him out or not but he didn't really know him,dglt,49
5ad658e2a38d7b00013afe89,bonus,"Steve and his teammate Max has been awarded a bonus for exceeding their sales target.  Steve, as the team leader was allocated the full bonus to be distributed as he wishes.  Steve now has the dilemma of either keeping the whole bonus for allocate a portion to Max.  What should he do?",dglt,52
669bc4d90cb8eed3d0ca7690,bonus,"Steve's team was awarded a performance bonus for getting their sales target. The director told him that the whole bonus would go to him, but he would have the option to split it with his teammate. Now he had to decide what he would do.",dglt,45
65ad38a1b4da5762a8907fe5,bonus,Steve and his team was awarded a performance bonus for exceeding their sales target.  Director told steve he could keep the entire bonus since he was team lead or give some to max who contributed a significant contribution to the team's success.,dglt,42
5ec310cde88df1155e32bba6,aid,"James was struggling for money and he got financial help from the government.  He then met a neighbour, Mark, who didn't get the help and James then faced a dilemma about whether to give Mark some money.",dglt,37
60c12fe6ca8c4aa6d0185190,bonus,Steve needs to decide whether to split the performance bonus he'd received with his teammate Max or not.,dglt,18
62c66885ba0578c9b5a0e4ae,bonus,I would share an appropriate amount to MAX. He contributed a lot so it would be fair. ,dglt,17
5875778b5c17910001ea4f35,bonus,"Steve was given a bonus for his performance at work. He was given the opportunity to pass some of this to Max, or keep it.",dgkw,25
66d329d8beefe060d4c648e3,aid,"James was struggling financially and he was pleased to receive the full amount of financial aid from the government. HIs neighbour, Mark did not receive any finanacial aid, despite applying : should James share some of his with him? ",dgkw,39
63469effac5117e39352c13b,aid,We don't know the reasons that Mark did not receive the funds and he is just an acquaintance so James should not feel obliged to split the money.,dgkw,28
58713c5e58ca4c00018ce3ea,bonus,Due to Steve's team exceeding their target it was awarded a bonus. Steve being the team leader was given a choice to keep the bonus to himself or share it with Max his teammate.,dgkw,34
681f421f57f106703aeaf6e8,aid,"James was struggling financially and got some Government support, but his neighbour, Mark, didn't. James had a moral dilemma, of whether he should share the money with Mark.",dgkw,28
60fd6d5cdc912471a22c5eba,bonus,Steve's team was awarded a bonus for their hard work. The director gave Steve the choice of keeping it to himself or sharing it with Max.,dgkw,26
65465016367e03dfea318b6a,aid,"Both James and Mark, an acquaintance, both apply for government financial assistance. However, only James was accepted for assistance. His dilemma now is whether to help Mark or not. ",dglt,29
5f8b90a4b237f91824a88aeb,aid,James had applied for government monetary assistance because he was struggling financially and was approved. He found out that an acquaintance Mark had also applied but had been denied. James is now trying to decide if he should share the funds with Mark or not. ,dglt,45
5680383ac5767f000d1c7e77,aid,James was struggling for money and got a government grant. he was not sure whether to give some to his neighbour who also applied but was not selected,dglt,28
6658b8079bdcfc7da425e0ec,bonus,Steve received a performance bonus payment for the work him and his team had completed. He is allocated the full bonus and has the option to allocate an undetermined amount to his team mate Max if he wishes.,dgkw,38
6666251b91a637999fba3144,aid,James needed money and got money through a government welfare agency. His acquaintance Mark also needed money but was not selected to win any. James needed to decide if he would share or not.,dgkw,34
5b54b7622680970001a9a7c9,bonus,"Steve and Max both worked long, hard hours on a project. However as team leader Steve was given the bonus, and it was up to him, how much if any to give to Max.",dgkw,34
5ed005980fdb830a7bfeaf4b,aid,"James got approved by the government welfare agency for financial assistance. When he went to collect his funds he saw his neighbour Mark and discovered that he also applied but was not approved, only James. James is now deciding if he keeps the money for himself or shares with Mark",dglt,50
5b98940f754b700001f0f15c,bonus,Steve's team was awarded a bonus for exceeding their sales target. The bonus was given to Steve since he was the captain. He had to decide how to distribute it between himself and his team mate Max.,dgkw,37
66f5617d6ea358aa9f275019,bonus,"Steve and Max are in a team with Steve the team leader.  They have been working hard to exceed their sales target and have done so, thus earning a bonus.   The bonus just goes to Steve, but he needs to decide how much of that bonus, if any, goes to Max",dglt,51
66cf5fff534da3b5e2af068f,bonus,Steve and his team are awarded a performance bonus based off the long working hour performance he made as a salesman and is given full allocation to which he has two options whether to keep the full bonus or share a portion to his teammate Max who gave a substantiable amount of contribution to the team's success. ,dglt,57
63f11d008327663bc314b53b,bonus,Steve is the head of a team and he has been given an award for the efforts they have put in on a pitch that allowed them to exceed their sales targets. The bonus is allocated completely to Steve as a team leader and it's down to him to decide whether to pass any of it on to his team members specifically Max who has made a significant contribution to the teams efforts and subsequent success. ,dgkw,76
63d3f951dd046a4bc2b9cea9,bonus,You and your team have successfully completed a project and earned a performance bonus. Im told that I can keep the full bous as it will be allocated to me as team leader but I can choose to share it with Max my team mate who did a great job also. The decision is mine - but its a no brainer as I will split it with Max. ,dgkw,68
6385fd4f0e0133c619851b7e,aid,James had applied for financial aid and had received it. Mark also applied but was unsuccessful. ,dgkw,16
67f192f32211291a2f12f1f8,bonus,"The story focuses on Steve, a team leader whose team earned a performance bonus for exceeding sales targets. After being congratulated by the director, Steve is told that the full bonus is allocated to him, but he has the option to share part of it with his teammate Max, who also contributed significantly to their success. The final choice is up to Steve to either keep all the money or share some with Max.",dglt,74
6640e53eec06606709f75853,aid,"James had finally got the financial assistance he long awaited for to help him get through a rough patch. Having met his neighbour Mark at the welfare agency, who is also going through a rough patch financially, he does not know whether to help Mark out or keep all the money himself. ",dglt,52
678ff21fa8893f9d40bb501b,bonus,"Since Steve exceeding their sales target, the director gave him a bonus and told Steve he could give a portion to his teammate Max if he wanted to so now Steve has a decision to make about giving some of it to Max or keeping it for himself.",dglt,48
67c7d97be1bcafdd7b0a8059,aid,"James, who was struggling financially, received some government aid to assist with his expenses. Mark, who is an acquaintance of James is struggling as well. mark applied for government assistance but did not receive any aid. James is now struggling with the decision of whether to help Mark out or not.",dgkw,51
610d6c481ca4797b863fe3d1,bonus,"Steve and his team were awarded a performance bonus for exceeding their sales target. The director gave the bonus to Steve with permission to share the bonus with Max, Steve's teammate. Steve faced the question of whether he should keep the entire bonus for himself, or share it with Max.",dglt,50
664a5be05bc29332beb2fced,bonus,"Steve works hard as a member of a sales team. His team is awarded a bonus. Stee must decide how to allocate the bonus between himself and his teammate Max, who also worked hard",dgkw,34
652e8ba76fd669377040d788,bonus,"Steve and max are a sales team. Steve worked hard and was informed that his team got a bonus for exceeding their sales tyarget. If Max contributed to achieving the sales target, Steve should give him a portion of the bonus. There are NO secrets in the workplace. If Max contributed little or nothing, Max should not get any bonus money and he should be given correction or be fired.",dgkw,70
60e0bf29c82295dfeed33944,bonus,"After a long time preparing  to reach the target. Steve and his team were awarded a performance bonus. Steve has to decide weather keep the full bonus to himself or to share with his colleague, Max, who contributed greatly.",dglt,39
6658b161506a8a9c5f1e4b58,bonus,steve got the full team bonus as leader but he can choose to give some of it to max who helped achieved the sales target ,dglt,25
5aa83a71f6dfdd0001eb1690,bonus,"Steve was working hard and got a bonus. It was his bonus to do what he wanted with it, but he could share it with his teammate who did a lot of work. Should he?",dgkw,35
60ebbdd7a4f2acdb9a9769e5,bonus,"Steve's team was awarded a bonus for exceeding their sales target, but the director allocated the full bonus to Steve to allocate as he wished. Steve is now faced with the decision to give some of the bonus to his teammate Max or keep it all for himself.",dglt,48
6598fe3a39833e045566f441,bonus,"Steve was awarded a bonus for his work.  His boss says he has the option to keep the entire bonus himself or to share part of it with Max, who also worked hard on the project. ",dgkw,36
628b94feb32e85fd0b5090b6,bonus,"The team leader, Steve, has to decided whether he wants to share a bonus with Max, a member of the team.",dglt,21
66522e08062d6f7b7d78eafa,aid,James got some cash aid he needed.  His neighbor didn't.  James wondered if he should keep all the money or share with Mark.,dglt,23
5e2360162828c461a8000585,aid,"James was in financial trouble, so he applied for government assistance. Months later, his application for help was approved. When he went to collect his assistance money, he ran into an acquaintance of his, Mark, who was also broke. Mark's application for help had not been approved, James considered giving Mark some of his government assistance money.",dglt,57
66d8b1917c364ec10c95a0c6,aid,James was hardup and just learned he was selected for government assistance. His neighbour  Mark also applied for assistance but was rejected and James is comtemplating whether he should share his money with Mark.,dglt,34
613bae70cab01ced932e5e9f,aid,"James had applied for financial aid as he was struggling. He was selected to receive the financial aid and went to collect it. He discovered that his neighbour Mark, who he only knew a little, had applied and been rejected for the same financial aid. He wondered whether to share his aid or not.",dglt,54
6639047d6cee07457d9c13dc,aid,"James finally got financial help from a program he applied to, but his neighbor Mark didn’t. Now he has to decide whether to keep all the money for himself or share some with Mark since they’re both struggling.",dgkw,38
59142b45ef024b0001c54c33,aid,James was hard on his luck but found out he qualified for welfare. He met Mark who didn't qualify but needed help. James wondered about giving him some money.,dgkw,29
6813c4d9551fcf605ddc6455,aid,James was struggling financially and had no savings.  Out of the blue he received an email from a Government Agency advising him that he would be entitled to the full aid payout.  On his way to collect this he met his neighbour Mark who was also struggling financially.  Mark had also applied for the Aid grant but had not been successful. James then found himself in a quandry as to whether to share his government money with Mark who he knew was struggling but Mark was only a neighbour and an acquaintance.  I think the right thing to do would be at least to give Mark a little of the money James had been awarded. ,dglt,115
665a09aba571ba97019fa7fd,aid,"James has been struggling financially and has applied for financial aid from the government, which was successful. His neighbour Mark also applied but was unsuccessful, so James needs to decide whether or not to share his money with Mark.",dglt,39
660f59cf792e4f3c6cb2100d,aid,"James had applied for financial assistance and he finally received it. Although, his neighbor Mark was not selected for funds. James was trying to decide if he wanted to keep all the money for himself because he needed it or to also help his neighbor, Mark. ",dglt,46
5f25e860dd98342ce97e7403,bonus,"Steve's team has performed very well so a bonus has been awarded. As Steve is the team lead he can choose to keep the whole bonus himself, or share it with his team member, Max.",dglt,35
6049d09a4abaf27d9bb325b7,aid,James was awarded funds having made an application months before. His neighbour also applied but was unsuccessful,dglt,17
6760f2ed5c7e5d977eb5bd54,bonus,"After successfully exceeding sales targets, team leader Steve was granted a performance bonus that was fully allocated to him. He now faces the decision of whether or not to share a portion of the reward with his teammate, Max, who helped the team succeed.",dgkw,44
676572d1818b3b26ca9f6ce2,aid,"James and Mark applied for financial assistance due to their situation but only james was successful.
James is contemplating if he shoud help mark who is his neighbour and also struggling financially. ",dgkw,32
600606925db9c892b3939202,aid,"James is financially struggling and receives financial assistance from the government, his friend Mark is ineligible and James feels guilty and as if he should split the money even though he needs it himself.",dgkw,34
5e3064f14234ff063ebedcc6,aid,James was selected for government assistance but debated giving some to help his neighbor mark. ,dglt,15
6291293b4da216ae257c1867,aid,James had no money and received some government assistance.  On the way to pick it up he learned his neighbor applied too but didn't receive any; his dilemma is whether he should share some with his neighbor or keep it all for himself.,dgkw,43
653d144d2e894446d55babdb,aid,James had a choice to keep the money for himself or share,dglt,12
6103d7b00cb90ef8d5c5260a,bonus,"Steve's sales team worked hard, stayed late, and prepped well, which lead to them exceeding their sales target. Steve's boss said he could have the full bonus but could choose to share some with his teammate Max if he wanted.",dgkw,40
6109b95a3954ea5afdd7add9,bonus,"Steve received a bonus at work after his team exceeded their sales target. Steve's boss told him that he could keep the whole bonus as team leader, or give some of it to his teammate Max, so now Steve had to decide what to do.",dglt,45
5d432a9dfc19f8001a2964e7,bonus,"Steve's team got a performance bonus for exceeding their sales target, especially as he'd worked hard on it. Steve's boss said the full bonus would be allocated to him, and he could choose to give a portion to his teammate, Max. ",dgkw,41
6616ec1988e9d64647dbb069,bonus,"Steve and his team had been awarded a performance bonus for reaching their sales target after a lot of hard work and long hours. However, the bonus was only given to him and not his team so he had to make a decision if he was going to share the bonus. ",dgkw,51
622b9908a530683a9c67740b,aid,"I think James should keep the money, it was allocated to him so it is up to Mark to do something about his situation. Mark needs to find a different way to earn his own money. If James gives him some then Mark will expect more in the future.",dgkw,49
67f0130f2e5e1c69ddbcfcdd,bonus,"Steve and his teammate Max were awarded a bonus for their hard work, but the bonus was given to Steve to make a choice to either keep all or share with Max",dgkw,32
586429c0460cb5000183f8e3,bonus,"Steve just found out that the team was given a performance bonus, which he felt his team was all deserving considering the amount of effort everyone had given. However, his boss tells him only he will be given the bonus, but he's allowed to allocate a portion to Max, another teammate if he wants to.",dgkw,55
6516f5e83d2a0a005a56d55a,bonus,"Steve's team received a performance bonus for exceeding their sales target and since Steve is the team leader, the full bonus is allocated to him. He can keep the full bonus or give a portion to his teammate Max. I think he should give half of it to Max since he did make a significant contribution.",dgkw,56
5d136489db134d000144b90a,bonus,"Steve and his team received a performance bonus given all to him. He must now decide whether to keep all the money or share it with his teammate Max, who significantly contributed to the team’s success.",dgkw,36
67059d99d1093140330a3926,aid,james was selected for financial assistance from the government to cover his expenses which he needed. he saw his neighbour at the agency and needed to make a decision whether to keep the money or give some to the neighbour. ,dglt,40
605252b3932a203e20489d92,aid,"James has come into some money, whilst his neigbour hasnt. They both need the money James now has to decide if he is willing to help mark.",dglt,27
5df97abeabec5d6fcbbc764d,aid,"James and Mark, neighbors, ran into each other while James was collecting the welfare funds he had been selected for. Mark, who also had financial problems, had not been selected, so James contemplated whether or not to give some of his money to Mark.",dglt,44
6606f138695c55157b90291c,aid,James faces a dilemma: he receives much needed financial assistance and can share it with a neighbor who also needed assistance but did not receive it.,dglt,26
63f564152b3caf8fc0a69dcf,aid,"James had applied for financial aid as he was in a rough patch and was notified that he received the full amount of aid. When he went to collect, he found his neighbor Mark has not received aid, and James felt conflicted about whether he should give Mark some of his aid.",dgkw,52
59e82e77c0d35a000129532e,bonus,Steve learned that his team would be awarded a bonus. Steve is rewarded the full bonus and must decide to give a part of the bonus to their teammate Max. ,dgkw,30
5702fde2d4cf7f00089471f3,bonus,"Steve and his team got rewarded a performance bonus for beating sales target, and he could choose whether to share a portion with his teammate, max or not.",dglt,28
657dc58427f847160ee8b20c,aid,"James was in a position where he was broke and got approved for financial assistance.  his neighbor, Mark was also struggling and did not get approved for the same assistance.  James is now in a position where he feels he should possibly help his neighbor out by sharing his financial assistance. ",dgkw,51
67fc2265467c0ab6f8114ce2,aid,"James and Mark are both financially struggling. Both had applied for financial assistance, but only James was accepted. James is now debating whether to share some of his money with Mark or keep it all. At the end we are asked, ‘What should James do?’",dgkw,45
5be8d4af25507300010dd4e4,aid,"James was struggling financially, so he applied for financial assistance and received it. His neighbor Mark, who was also struggling, did not receive it. James is deciding whether to give Mark some of the money.",dgkw,35
66afcaa60f7d8f58dc21db8e,aid,"It about two neighbors who went for a financial aid assistant, They were both in need of a financial support they were broke, one person named Mark was rejected after his process went through, the other named James was called and congratulated to come for the money, Now James doesn't know whether he should give a part of the money to Mark.",dgkw,62
62da92a05e6ca94d1d778e03,aid,"James currently is going through financial difficulties, and has no savings left to his name. Both himself and his neighbour, Mark, had applied for financial assistance from the government, but only James had been selected. James now has a conundrum as to whether keep all the financial aid for himself, or to share it with his neighbour Mark, who is no more than an acquaintance, as he has just realised that he too, has money problems.",dgkw,76
673f3cd975d4eab135cdad88,aid,"James, who is struggling financially, unexpectedly receives full government aid while his neighbor Mark, who also applied, does not. He must decide whether to keep all the money for himself or share some with Mark.
",dgkw,35
62029a95ef1cb18a1337c695,bonus,"Steve and his team have been awareded a bonus for their work. 
max contributed greatly to this being possible
Steve must decide wether he should keep the bonus for himself or share with max ",dgkw,34
67e8aa454848956e5e32c19d,aid,"James really needed financial assistance, and recently received a letter telling him that he was approved. However, an acquaintance, Mark, also needed assistance and James felt conflicted about whether or not he should help Mark. ",dglt,35
5fb283edfe85298787605a24,bonus,"Steve was awarded a performance bonus that Max made a significant contribution towards achieving. Steve has to decide whether to give some of the bonus to Max and if so, how much",dglt,32
664bbf4f8de531a1b150c41f,aid,"James was financially poor and needed money, which he was going to get through a government agency to pay what he needed help with. 
His neighbour was also struggling but not entitled to the same help.
James was torn whether to help his neighbour financially or not.
",dglt,47
672bfd5fc3fb3f5421bb0d68,bonus,"After many weeks of hard work and dedication, Steve and his team are awarded a bonus by their director for having exceeded their sales target. However, Steve learns that the director has distributed the entirety of the bonus to Steve alone because he was the team leader, and he is now is faced with the dilemma of either sharing a portion of the bonus with his equally hard working teammate Max or keeping the entirety of the bonus to himself.",dglt,80
59ef9be762637600014a873d,bonus,"Steve's team were awarded a performance bonus for exceeding targets, after a period of high pressure and intense work. The director told Steve that the full bonus was given to him, as team leader, however if he wanted, Steve could choose to give some to his team mate Max. Steve would need to decide whether to do this or not.",dgkw,60
559347f6fdf99b790feb6435,bonus,"Thanks to the team's performance for exceeding their sales target, Steve won a performance bonus.  His director has given him the decision to either keep the full bonus or share it with his teammate Max who contributed a lot to the team's success.",dglt,43
5ed0658e8fec6c13e6e6f154,bonus,"Steve and his team were awarded a bonus for exceeding their sales targets at the company they work for. Subsequently, Steven was told by the director that he had the option to disperse his bonus to his other teammate Max if he so chooses to. Ultimately thought the decision is up to Steve. ",dglt,53
653927811b00d4a0036cb7ab,aid,"James and Mark both applied for the same government welfare assistance. Only James got the money. He's pondering whether to tell about it to Mark (Mark is a just a casual acquaintance, a neighbour). ",dgkw,34
67e1a0e3b80e6bf22c22c04a,aid,JAMES WAS GOING THROUGH A HARD TIME FINANCIALLY AND FORTUNATELY FOR HIM HE WAS SELECTED FOR FINANCIAL ASSISTANCE. HE MET MARK WHO IS NEIGHBOR AT THE AGENCY AND FOUND OUT THAT MARK ALSO APPLIED BUT WASNT SELECTED. NOW JAMES IS CONFLICTED ON WETHER TO GIVE MARK SOME OF IT OR NOT GIVEN THAT HE WAS STRUGGLING.,dgkw,56
673cf0b78dcb815764f01d60,aid,James and Mark applied for financial aid from the government. Only James was approved for the financial aid and now he is trying to decide if he should share the money with Mark.,dglt,33
6365b83b80397324720dc562,bonus,Steve was excited to learn that his team was awarded a performance bonus for exceeding their sales target and the director informed him that since he was the team leader it was up to him to decide how to allocate the bonus. Steve could keep the full bonus or distribute among the team and he is now facing a dilemma/,dglt,60
5c8ad6fb3b6f3d00013d7ab1,aid,James was successful with his application for financial assistance whereas his neighbour was not. They were both in need of the money and James was unsure wether to help his neighbour out by giving him some money or to keep it all himself,dglt,43
62c3430ae19d78462af9e743,bonus,"Steve is a project leader and his team got a bonus. The bonus was given to Steve and it is up to him if he would like to allocate some of it to his colleague Max, who heavily contributed to the project's success.",dglt,43
633d785ff76adb41addde965,bonus,"Steve's team exceeded its sales target and Steve was awarded a bonus as a result. The director told Steve that the full bonus is his, but he (Steve) can allocate some of it to his teammate Max if desired.",dglt,39
6106b95373df4bdda50006af,bonus,"Steves team was awarded a performance bonus. Steve was told he could keep the full bonus or give some to his team mate who also assisted with the teams success, now Steve doesnt know what to do.",dgkw,37
5880b43eab00f600019233fc,aid,"James was struggling to make ends meet. He applied for welfare funds and was succesful. When he collected he met Mark, a neighbour, who had not been succesful, James felt a moral dilema over whether to share his money.",dglt,39
5f989990fa1d941a7caebfb2,bonus,Steve's team have been awarded a bonus - he was pleased as he'd worked hard. The director said he could give a portion to his teammate max if he wanted to. ,dgkw,31
676edb8ebfddac82b8e23c49,aid,"James is financially struggling, but suddenly he gets approved for welfare program payments. When he goes to collect the payments, he sees someone he knows who also applied but didn't get approved for payments.",dgkw,34
65f9d993d17bbb6bbe71f67a,bonus,"Steve, a team leader at a company, is faced with a decision of whether or not he should give some of his hard-earned bonus to Max. This decision was made especially difficult because Max's hard work had seemed to pay off in the end as well.",dglt,46
640e4ddaf9f67c6c8ea4936b,aid,James was going through hard financial times and was approved for government help that he applied for months ago. James went to the agency to collect the help and he saw a neighbor who applied but got denied. He was debating whether he should give some money to the neighbor even though he barely knew him and needed the money himself.,dgkw,61
5c0bac19796adb00017dffcf,bonus,Steve received the full team bonus as the leader but he knows Max also contributed a lot so he must decide whether to keep all the money or share it with him.,dgkw,32
63b6be1516a2c70bb43fbccd,bonus,"Steve earned a bonus for his performance. The bonus was allocated to him, but he can give a portion to his teammate Max if he wants. He is not sure if he should keep the bonus for himself or share some with Max because he contributed to their success. ",dgkw,49
67ad2a2a71895bd3ece87c4d,bonus,"Steve and his team received a performance bonus for exceeding their sales target. Steve, being the team leader, is given the full bonus to either share it with his teammate Max, who happened to contribute to the success or keep the whole bonus to himself.",dglt,45
6777c3d4e86a9f5b821d9c90,aid,Broke James struggles to decide whether to share government welfare payment with his friend Mark. Mark is also broke.,dgkw,19
5eefae66afa4e549ac714f73,bonus,"Steve was excited to learn his hard work had paid off and been recognised. He has been given a bonus to share between him and his teammate but he is unsure how to proceed, ",dgkw,34
60de4cc94dfda4d9e1948e6d,bonus,Steve and Max had both worked really hard on beating their sales target. Steve's manager is giving him a bonus as he is leading the team that did so well at their sales and he can share the bonus with Max or keep it all for himself.,dglt,47
677e975d50e1d6f9f1b69c31,aid,"James was finally selected for the government welfare he had applied for. When he went to collect it he discovered that his neighbour Mark had also applied, but was not selected.",dglt,31
656896c5fc28619e730f3b8a,aid,"Down on his luck James was awarded some funds. He then bumped into an aquaintance neighbour, Mark, who had also gone to see if he could collect funds, but hadn't been awarded any James was was in a dilema as to whether or not to give some of his awarded funds to Mark who was also struggling financially.",dgkw,58
6657296c2b6895525a58537b,bonus,Steve was given a bonus by his bosses for exceeding sales targets but he has a moral dilemma now whether to give some to his partner or keep it all,dglt,30
60f4a96fa040aaa9bac2fb0b,aid,James applied for government financial aid and after waiting a few months found out he was selected to receive it. When he went to claim it he saw his neighbor Mark and learned that Mark had also applied but not selected. James debated sharing with Mark or not. ,dglt,48
647660ef7bc13de7eaf0c76e,bonus,"After a good performance, a worker was given the full bonus and whether to share it or not, depended on him.",dglt,21
5fb9b9c1c62f408e51e09e32,bonus,"Steve learned from the director that his team exceeded their sales target on a project they worked on together, and they would get a performance bonus for all the long hours they worked on it. Steve had a choice to make because the director told him that he was giving Steve the full bonus, but he could choose to give some of the bonus to his teammate Max if he wanted to, and Steve knew that Max had contributed a significant amount.",dglt,82
5c51aca8cc71f4000125eb7b,aid,"James has been having financial difficulties. He received an email from a government agency offering to help him pay for all of his expenses. 
On his way to collect the funds he bumped into his neighbour Mark. Mark had not been offered any financial support.
James has been considering sharing the financial support with his neighbour but is not sure what to do as he doesn't know him very well at all.",dgkw,72
62ac706d8544dbe5a81b4212,bonus,"Steve exceeded his sales target and was given a performance bonus. It was all given to him, but he was given the option to share it with his teammate Max",dglt,30
67901fe797f13c47415a1d61,aid,James qualified for full government assistance and his neighbor Mark was did not qualify.,dgkw,14
5c56025fcb61950001038a76,aid,James has received the offer of some welfare to help him as he is struggling financially. He went to collect the funds and met his neighbour Mark who had his claim rejected. James is not considering if he should help Mark now he has some money so they won't be both struggling.,dgkw,52
63cffbb83de2a98d677a3284,bonus,Steve received all the bonus for exceeding the sales target. He was told by the director that it is his but can give some to Max if he wishes as he also contributed,dglt,33
5b7ecfe47a63030001019c35,bonus,steve has worked hard to acheive his targets and has been awarded a bonus which has been allocated to him. He now has a decision to make whether or not to give some of the bonus to max who also worked hard on acheiving the target,dglt,46
6150792b260ce6cdd47941c9,aid,"2 guys were struggling  financially, both applied for government welfare. One was accepted and met the other when he went to collect the funds. The other had not been successful in his application.  The 1st guy was debating with himself whether to share the funds with the other. ",dgkw,48
5e418553f2f6bc011cbfe69a,bonus,Steve was given a bonus for his work. He was told by his boss that he would get the whole bonus. He was told it is up to him if he allocates any of that bonus to any of the other members of the team.,dgkw,45
649d7af69b46b6d1ae70f045,aid,"James has been struggling financially and has had some good news that he's to receive some Gvernment assistance, he's in somewhat of a dilemma after meeting an acquaintance who's been unsuccessful in being awarded the funding as to whether he is in a position to help the other guy.",dglt,49
5a973b8235237b0001127686,aid,"James was struggling financially and happened to receive some welfare/financial assistance he had applied for months ago. When he went to pick up the funds, he ran into his neighbor Mark, who also applied but was not selected. Now James is struggling with whether he should share with Mark or keep it to himself.",dglt,54
6143e022ec8dfbce17b7e211,bonus,"He must allocate a portion. Max will still be his teammate and they do not need any resentments. 
and it would be fair.",dgkw,23
5d9b7f29654a3102c8112b63,aid,"If James had anything left after he paid his bills,he would share with Mark. ",dglt,14
5bd893be30bfa90001efc6ce,bonus,Steve was thrilled that his team was awarded a bonus the director told him they did great and if he wish to do so he could share his bonus with Max,dgkw,31
691cdae953f1be95e2492fa1,aid,"James and his neighbor, Mark, both applied for financial assistance through a government welfare agency. James was selected for financial aid but Mark was rejected, so now James is trying to decide whether or not to share his aid with Mark.  ",dglt,41
59ef022eae9f950001d84a43,aid," Both James and his neighbour applied for Welfare  support, James was successful but his neighbour was not. James was now in a dilemma if he should give his neighbour some money ",dglt,31
67101c3dfe5b4472590f64ff,aid,"James and his neighbor Mark struggled financially and both sent an application for financial help. James did get it but at the same time found out that Mark didn't. James needs money, but is considering giving some to Mark. ",dglt,39
5976dd57372a380001bf5ae0,bonus,"Steve was very happy, as he found out that his team was going to receive a bonus based on performance. However he needed to decide how it was going to be allocated.",dglt,32
67164c92298409e37c670b3d,bonus,"Basically Steve is getting a bonus for all the hard work he's done and his director said that the bonus will be given to him. However, Steve has the chance to give a portion of the bonus to Max who has contributed a lot to the work as well.",dglt,49
67f2b914d702155cbc0a3a2c,bonus,"Steve and his team was awarded a performance bonus for exceeding a sales target. The director gave Steve a choice to either keep the entire bonus or share it with his teammate Max, who worked hard on the project and contributed to its success. 
I think Steve should give Max some of the bonus. Max worked hard too and the sales target may have not been reached without his input.",dglt,70
60e3909f3ccba8f4df5e5848,bonus,"Steve was awarded a bonus at work for exceeding their sales target and his boss informed Steve that he had the power to either share the bonus with Max, who contributed to the project or keep it for himself",dgkw,39
612f57c33e0053c4e7dd5f9b,bonus,"Steves employer was very pleased at the overall preparation for a major task and awarded him with a financial bonus. However, Steve was abily assistaed by a colleague with whom he would not have been as successful in ptreparation for the task. Steve decided to give his colleague 505 of the awrded bonus as a show of appreciation to his colleague.",dgkw,61
61099df4f8934ee3e99493d5,bonus,"Steve worked on a group project and work and because of the success of it, the team was awarded a performance bonus, but the bonus only went to Steve. He's given the chance to share the bonus with his coworker, or he can keep it all for himself.",dglt,48
5c7cf8b58ca9000001b52f6e,aid,"James was awarded government financial aid during a difficult time and learned that his neighbor Mark who was also struggling, did not receive any. He then faced a decision about whether to keep all the money or share some with Mark.",dglt,41
59a800138ae07f0001b134c8,aid,"James applied for some aid to help with living costs, and found out he was successful.  His neighbour, Mark, had also applied but was unsuccessful, and James had to decide whether to share his benefit with Mark.",dglt,37
5f17553ce0feb10c3dd2b16a,bonus,"A sales team exceeded their sales target and received a bonus. The company director allocated the full bonus to the team leader Steve, and gave Steve the power to decide whether to keep the entire bonus for himself or share the bonus with teammate Max.",dgkw,45
