hp_response_id,source_row,PROLIFIC_PID,treatment,allocation,memory,hp,social_proximity,sp_num,Market,category_num,category,classification_origin,similarity_dg_kw_control_rater_1,similarity_dg_kw_control_rater_2,similarity_dg_kw_control_rater_3,similarity_dg_kw_control_mean,similarity_dg_kw_market_rater_1,similarity_dg_kw_market_rater_2,similarity_dg_kw_market_rater_3,similarity_dg_kw_market_mean
HP1170,1170,66ede5bbe36caed7269bd7e2,lt,8.0,Twins celebrating their birthday and one gets a bigger present than the other.,8,Friend,4,0,1,Moral,inherited_hpmin,24,36,22,27.333333333333332,10,10,12,10.666666666666666
HP1171,1171,652fbe161a35986b7fbfc940,kw,10.0,giving money to a homeless person,8,Abstract stranger,1,0,1,Moral,inherited_hpmin,61,68,57,62.0,10,12,10,10.666666666666666
HP1172,1172,6772ea24ce9c71ea7bc07b6b,kw,6.0,This is similar to getting underpaid for a job,8,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,18,20,19,19.0,28,34,24,28.666666666666668
HP1173,1173,5f8e2a9201810e1f2b9f63a2,kw,6.0,"I find it similar to making a small donation to a charity I support. Pleasant, thoughts of maybe I should do more.",8,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,60,66,58,61.333333333333336,11,13,10,11.333333333333334
HP1174,1174,6612fd1462232a5cbec549e3,kw,6.0,"Like if someone owed me a dollar, and I have them $4 to go get a red baron pizza.",8,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,19,36,27,27.333333333333332,21,23,14,19.333333333333332
HP1175,1175,5c9527e29e4f7400011e1571,kw,6.0,I think it is similar to if I was paying the babysitter.  They take care of my kids all week long and I give them a substantial portion of my pay.,8,Friend,4,0,0,No clear justification,gpt_5_6_round7,20,34,30,28.0,33,32,28,31.0
HP1176,1176,56a68bb49ce1c0000df89344,kw,12.0,Being a little greedy and possibly wanting more for myself.,8,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,39,40,35,38.0,7,4,7,6.0
HP1177,1177,628eabb243fb4a73e29d9385,kw,12.0,Giving someone a share of my allocation ,8,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,73,80,64,72.33333333333333,21,14,13,16.0
HP1178,1178,5c3f86e236052e00016ba692,kw,6.0,Keeping some extra for myself because I need it more.,8,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,61,61,45,55.666666666666664,10,10,10,10.0
HP1179,1179,6742677ecc26fc2d7868aa9b,kw,8.0,I found a £20 note on the floor and I transferred my friend who was with me £4 since they were there with me but I deserved more since I found the note.,8,Friend,4,0,3,Self-interest,inherited_hpmin,72,79,68,73.0,28,20,17,21.666666666666668
HP1180,1180,66047cf334cba5fe8be31eeb,kw,12.0,A mean person who doesnt like to share equally,8,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,38,42,36,38.666666666666664,5,4,7,5.333333333333333
HP1181,1181,6238dfab577ecd4adb97a917,lt,6.0,even,8,Anonymous peer,2,0,1,Moral,gpt_5_6_round7,11,17,11,13.0,3,2,2,2.3333333333333335
HP1182,1182,6659ed61566ce6a7ff2d5989,kw,6.0,Giving to a small It could be similar to keeping loose change in your pocket or coat for when you're going to the shops to get something ,8,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,18,25,25,22.666666666666668,5,7,5,5.666666666666667
HP1183,1183,6148a744a4927f58c507b905,kw,6.0,Prioritising myself; I have recently learned the value of prioritising your own needs without sacrificing others needs completely.,8,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,40,46,34,40.0,6,7,7,6.666666666666667
HP1184,1184,67c4d6db7736e277b8582936,kw,8.0,GIVING A BONUS TO AN EMPLOYEE,8,Teammate / coworker,3,0,2,Mutual Benefit / Cooperation,inherited_hpmin,15,29,26,23.333333333333332,29,25,35,29.666666666666668
HP1185,1185,62cd6e8d0e466d05a4ca5dc4,lt,6.0,slightly unfair as the participant wouldnt get anything,8,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,49,31,35,38.333333333333336,7,5,6,6.0
HP1186,1186,674390af4c502222ee320e0d,kw,7.0,Helping out a colleague at work who has forgotten their wallet or purse and need to buy lunch ,8,Teammate / coworker,3,0,1,Moral,gpt_5_6_round7,52,57,51,53.333333333333336,17,19,13,16.333333333333332
HP1187,1187,63d7eca29f0291aff53b003e,lt,8.0,"i went to the grocery store the other day. i couldn't find the most important thing on my list, cranberry sauce. i didn't know what to do b/c all the other stores that sold this item that were near me were already closed. everyone was counting on me to get the cranberry sauce. i ended up finding the last can that the store had available. i found it behind some cans of greenbeans",8,No mention of recipient,0,0,0,No clear justification,inherited_hpmin,1,2,0,1.0,0,1,1,0.6666666666666666
HP1188,1188,5c2d187569ceff00011417de,lt,12.0,this is the equivalent of doing nothing and not going out of my way to be nice or mean,8,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,34,61,44,46.333333333333336,2,2,4,2.6666666666666665
HP1189,1189,5d5b4f93a90c5600016ef485,lt,8.0,being born wealthy and not sharing with others,8,Abstract stranger,1,0,1,Moral,inherited_hpmin,37,46,36,39.666666666666664,6,4,7,5.666666666666667
HP1190,1190,645530b386664621fd98a8fc,lt,6.0,"A selfish, self centered person - hording all the money for themselves. ",8,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,40,43,36,39.666666666666664,5,3,6,4.666666666666667
HP1191,1191,5c0586b43199f4000153f133,lt,6.0,"I find this similar to splitting a bill based on what I consumed in a restaurant with friends or family, I don't contribute any more than needed and either do the other people.",8,Friend,4,0,1,Moral,gpt_5_6_round7,20,35,24,26.333333333333332,23,25,20,22.666666666666668
HP1192,1192,5e13859753e8469d270982c0,lt,6.0,Everyday reality,8,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,6,11,8,8.333333333333334,2,1,3,2.0
HP1193,1193,6020329e88ba9160b200b96b,kw,12.0,Tipping someone in a restuarant,8,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,32,43,35,36.666666666666664,18,24,19,20.333333333333332
HP1194,1194,66706191120230e6a89ddd0e,kw,12.0,giving a small amount of your hard earned money to charity.,8,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,63,67,58,62.666666666666664,14,14,11,13.0
HP1195,1195,612d3e13048ec2b299126be6,kw,6.0,Paying a friend back for buying something earlier,8,Friend,4,0,0,No clear justification,gpt_5_6_round7,23,41,34,32.666666666666664,23,27,20,23.333333333333332
HP1196,1196,5ccf87bfb46c7000010d8428,kw,12.0,Similar to buying a friend a soda on a road trip,8,Friend,4,0,1,Moral,gpt_5_6_round7,51,56,48,51.666666666666664,14,18,18,16.666666666666668
HP1197,1197,5a8b1ee2000dab00018cc7cd,kw,9.0,It's similar to helping out an acquaintance or someone I just met.,8,Abstract stranger,1,0,1,Moral,inherited_hpmin,53,59,49,53.666666666666664,9,8,10,9.0
HP1198,1198,5ed929186e439f4729693f32,kw,6.0,Giving someone coffee change,8,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,52,57,48,52.333333333333336,18,18,17,17.666666666666668
HP1199,1199,66edc72a30ec9b38153f1b50,kw,6.0,Paying my Dad for the magazine he picked up for me,8,Friend,4,0,0,No clear justification,gpt_5_6_round7,22,40,34,32.0,23,27,20,23.333333333333332
HP1200,1200,651c4484ba17050f6b716614,kw,6.0,Helping a homeless person with money at the gas station,8,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,62,67,58,62.333333333333336,11,13,11,11.666666666666666
HP1201,1201,63ecfe7a1e5faf247a255ac2,kw,6.0,Nothing,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,0,0,0,0.0,0,0,2,0.6666666666666666
HP1202,1202,66421a683ec1aada2f687975,lt,4.0,"Not splitting 10 pounds from someone, and leaving them with nothing ",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,68,72,58,66.0,19,15,10,14.666666666666666
HP1203,1203,676a584412b90586c1da74a0,lt,8.0,"Getting tipped by a customer for a group work service, and I choose to take my work partner's share and no telling them about the tip.",12,Teammate / coworker,3,0,3,Self-interest,gpt_5_6_round7,28,38,36,34.0,29,32,28,29.666666666666668
HP1204,1204,5d260d4255a29b0017698915,lt,6.0,Taking a lollypop from a young child.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,18,20,22,20.0,5,11,6,7.333333333333333
HP1205,1205,613f1ef31c08d695c689a53a,kw,6.0,This is similar to my relationship with my daughter where I buy things for her and she never gives me the money.  In this scenario I am my daughter.,12,Friend,4,0,3,Self-interest,gpt_5_6_round7,16,29,24,23.0,16,19,13,16.0
HP1206,1206,6658b54fc00cad4526a6d01f,lt,8.0,I'm not sure why I would,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,5,5,6,5.333333333333333,2,1,1,1.3333333333333333
HP1207,1207,57ea425e5b88f5000106bb9f,kw,12.0,Someone keeping their lottery winnings. ,12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,58,65,49,57.333333333333336,18,17,9,14.666666666666666
HP1208,1208,5cfebb94eafc4d001a62cbc9,lt,8.0,Taking the change out of their pocket,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,25,32,27,28.0,10,12,10,10.666666666666666
HP1209,1209,61112fb91e6eb028aa1ba59b,lt,10.0,losing a parking space,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,2,8,4,4.666666666666667,1,2,1,1.3333333333333333
HP1210,1210,570570eb61ab6a0010d484d0,lt,7.0,That person owing me money that they have not paid back,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,17,29,31,25.666666666666668,17,18,16,17.0
HP1211,1211,6658bf916039705479385d08,lt,4.0,This feels the same as taking away from another person and so i could have an opportunity for them but i refuse to give it to them which results in a loss to them. ,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,48,49,42,46.333333333333336,7,6,7,6.666666666666667
HP1212,1212,677880f787ed7d2cfb6f7345,kw,9.0,Like someone not sharing their sweets with you.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,56,59,43,52.666666666666664,9,8,7,8.0
HP1213,1213,63bc87f783afb5aed2c937d2,lt,6.0,Being selfish and not thinking of others ,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,43,41,28,37.333333333333336,4,2,4,3.3333333333333335
HP1214,1214,6633a447cefc384785ec5e16,kw,6.0,being selfish,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,40,40,27,35.666666666666664,4,2,4,3.3333333333333335
HP1215,1215,5a2c51740a1e6b00016952c8,kw,12.0,A corrupt politician taking everything for themselves ,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,27,30,20,25.666666666666668,6,8,9,7.666666666666667
HP1216,1216,5dfa56fddc265f7ac3bee209,kw,7.0,I imagine it to be similar to someone not sharing when they get a free cake.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,58,61,44,54.333333333333336,11,8,8,9.0
HP1217,1217,60f2a2b4932fed5326988e0f,kw,6.0,I would find it similar to ignoring someone when they are trying to talk to you.,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,6,22,11,13.0,1,1,2,1.3333333333333333
HP1218,1218,5a8351038fe2dc000105efb4,lt,4.0,"I can't imagine doing this either! I suppose it's like how life can be hard for some people, that whatever they do they lose out and are penalised. ",12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,12,18,18,16.0,2,4,3,3.0
HP1219,1219,67709d0088d93adec607305e,kw,6.0,This is similar to being extremely greedy because why do I deserve the whole $12 I should share something,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,70,64,55,63.0,24,16,11,17.0
HP1220,1220,5b1ac052ea64a000017c389e,kw,6.0,Cutting someone out totally when it would be more kind to share,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,54,57,45,52.0,8,5,7,6.666666666666667
HP1221,1221,67abb13cc30b930b97db75e7,kw,11.0,"The ultimate capitalist, not giving a crap about anybody",12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,35,40,20,31.666666666666668,7,5,6,6.0
HP1222,1222,6287a355e0dbfe43e55850b7,kw,6.0,Testing money transfers.,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,8,42,45,31.666666666666668,20,18,13,17.0
HP1223,1223,5b6e9435885b0b0001bb034b,kw,9.5,My cousin needing money but me not having enough.,12,Friend,4,0,3,Self-interest,gpt_5_6_round7,42,54,45,47.0,12,9,8,9.666666666666666
HP1224,1224,5e63e793e50a6316a75213c4,lt,8.0,I would find it similar to taking money from someone. Like if a person dropped $4 and I picked it up without saying anything.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,35,34,38,35.666666666666664,13,12,11,12.0
HP1225,1225,661ed0d24e9ed72f176f2dd3,kw,7.0,interacting with strangers,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,8,18,13,13.0,1,2,3,2.0
HP1226,1226,656b7ab2b685a43aae816c5e,lt,6.0,I find this similar to selling them an item for $4 and taking the money earned from that sale.,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,18,30,29,25.666666666666668,48,34,38,40.0
HP1227,1227,571fdcb14b8ecc0013c24fcb,kw,6.0,This is like the rich versus poor divide in many western democratic countries.,12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,20,30,23,24.333333333333332,5,5,5,5.0
HP1228,1228,561bbdf9811d22000df3138a,kw,6.0,If I was in a situation in which I had a dire need for the money.  Such as being short on bills or needing the money to buy food for the day. ,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,41,54,44,46.333333333333336,8,6,7,7.0
HP1229,1229,63eba3f11d699385d1d4075d,kw,10.0,Being a bit greedy. It's like the 1% not giving to charity,12,No mention of recipient,0,0,1,Moral,inherited_hpmin,46,58,44,49.333333333333336,7,5,8,6.666666666666667
HP1230,1230,664b8bef90cdb799d4c4c35d,lt,7.0,I find it similar to sending someone money if they need it for an expense. ,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,59,63,52,58.0,17,19,12,16.0
HP1231,1231,63ea4301f63c1d26f0ff83e9,lt,4.0,i find this similar to someone else paying your bills for you,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,19,25,24,22.666666666666668,15,19,14,16.0
HP1232,1232,6630e75a1f3d3083c3fd00fc,kw,6.0,When someone lazy asks me for money and I don't give it to them. This reminds me of it.,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,48,61,45,51.333333333333336,10,9,8,9.0
HP1233,1233,5589ce75fdf99b18be3203d2,lt,6.0,I find it similar to stealing from someone on the street. ,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,30,33,37,33.333333333333336,12,10,9,10.333333333333334
HP1234,1234,5f57c697f9f7d02d07909dbb,kw,6.0,I find it similar to getting 12 dollars for working on a project and my coworker did nothing so I didn't give them any money toward it.,12,Teammate / coworker,3,0,1,Moral,gpt_5_6_round7,37,66,48,50.333333333333336,32,29,22,27.666666666666668
HP1235,1235,5ff5f6c52171e10f72d3610c,lt,6.0,I would think of it as stealing from someone else.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,31,34,37,34.0,12,10,9,10.333333333333334
HP1236,1236,6785704c3b1ab8813a4958b0,kw,8.0,It's like not spending anything or donating anything. Just watching other people in life go about theirs around you.,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,49,62,49,53.333333333333336,8,7,5,6.666666666666667
HP1237,1237,6294ea804cdf1298eefa87ac,lt,12.0,Sounds like an opportunity to gain money. ,12,No mention of recipient,0,0,2,Mutual Benefit / Cooperation,inherited_hpmin,11,20,18,16.333333333333332,9,5,8,7.333333333333333
HP1238,1238,5efbe3c91cb67519d2f20b7b,lt,6.0,This is selfish and not thinking of the other person. It takes advantage of others.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,37,41,33,37.0,6,6,8,6.666666666666667
HP1239,1239,677495e069e5abd571445a65,kw,6.0,Very similar to theft,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,30,33,34,32.333333333333336,11,8,8,9.0
HP1240,1240,63c15473935ae0d7279b094f,kw,8.5,When I need the money for something and they already have enough.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,33,49,39,40.333333333333336,8,7,8,7.666666666666667
HP1241,1241,65abe8df479fdc244d1643b2,kw,6.0,getting a present,12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,8,20,22,16.666666666666668,6,11,4,7.0
HP1242,1242,5ac6e74f9534ba0001c756d5,lt,6.0,Stealing from them.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,31,33,34,32.666666666666664,11,9,8,9.333333333333334
HP1243,1243,5c3f2e175fe5c60001ffc302,lt,7.0,Feels like stealing,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,30,33,34,32.333333333333336,11,8,8,9.0
HP1244,1244,5c83394a3e93bf0001e143d6,kw,12.0,Starbucks CEO deciding on what bonuses to give baristas,12,Abstract stranger,1,0,1,Moral,inherited_hpmin,11,27,19,19.0,35,32,37,34.666666666666664
HP1245,1245,5855b0d59fcc070001dfe2a7,lt,6.0,being a shopkeeper,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,7,16,14,12.333333333333334,22,28,34,28.0
HP1246,1246,5fff542aeed8c2065133114e,kw,10.0,"Capitalism, where people tend to focus on their own self gain and are happy to pull the ladder up behind them once they've gotten their allocation.",12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,28,42,25,31.666666666666668,7,7,7,7.0
HP1247,1247,605a943f4994cf6834e4e8c6,lt,6.0,Me asking my buddy to spot me some cash because I haven't got paid yet this week.,12,Friend,4,0,1,Moral,gpt_5_6_round7,27,31,49,35.666666666666664,14,18,12,14.666666666666666
HP1248,1248,5b25b16e34ffd00001b43e24,kw,10.0,"A situation where I have more of something than I need, but still don't share.",12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,61,59,48,56.0,10,8,7,8.333333333333334
HP1249,1249,671fb7534780312b6355a4c1,kw,6.0,totally unfair,12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,26,26,24,25.333333333333332,4,2,3,3.0
HP1250,1250,60ddc62b071a009e0b0c2922,lt,6.0,Stealing something from someone in the street.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,28,33,34,31.666666666666668,11,10,8,9.666666666666666
HP1251,1251,5e87c385d43d19456f757328,kw,12.0,Being greedy and keeping the money for yourself. Totally your right to do so though.,12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,58,63,48,56.333333333333336,12,13,7,10.666666666666666
HP1252,1252,5bd4c1d09afb5b00015c5bdd,lt,6.0,Charging a person for the same item someone else bought at a lower price.,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,15,20,18,17.666666666666668,43,28,28,33.0
HP1253,1253,6723fefd7a09fe9da8f9bd10,kw,6.0,Being mean and shady,12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,27,28,24,26.333333333333332,4,2,3,3.0
HP1254,1254,67ec2dbc404fd41af3fd389a,lt,8.0,"A friend of mine owes me money, so they give me $4.",12,Friend,4,0,0,No clear justification,gpt_5_6_round7,21,38,34,31.0,22,27,18,22.333333333333332
HP1255,1255,66cf21b57ed16b335a50bddf,kw,6.0,Nothing. There isn't any situation this arises in my life or in my conscience ,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,0,8,1,3.0,0,0,2,0.6666666666666666
HP1256,1256,66e1ee920e1ee1e658264d5b,lt,6.0,Robbery,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,27,31,30,29.333333333333332,10,8,7,8.333333333333334
HP1257,1257,56abcb46f209e0000adab961,lt,6.0,Stealing,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,28,31,32,30.333333333333332,10,8,7,8.333333333333334
HP1258,1258,5a86357bae9a0b0001a9f14e,kw,6.5,I would find it similar if a friend asked me to loan them some money.,12,Friend,4,0,1,Moral,gpt_5_6_round7,41,52,47,46.666666666666664,14,18,11,14.333333333333334
HP1259,1259,62865cb9d41a9e2aaf141c84,kw,8.5,If someone offered to buy me coffee then I would not send them money.,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,41,51,27,39.666666666666664,17,20,14,17.0
HP1260,1260,6148bbcd519a30b146897026,lt,6.0,when someone needs to bail me out as I have no money,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,20,24,24,22.666666666666668,11,15,10,12.0
HP1261,1261,667abc1762de46b3164e4c07,kw,8.0,Withholding money from a panhandler,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,50,59,47,52.0,9,8,8,8.333333333333334
HP1262,1262,57541379f5000a0006b06ab4,kw,6.0,similar to a greedy person not sharing when they have plenty to share,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,57,58,46,53.666666666666664,9,6,7,7.333333333333333
HP1263,1263,6115ddc1b0981cea63afacce,lt,8.0,it feels like kicking someone who's down. Like cutting snap benefits or something.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,25,31,27,27.666666666666668,4,9,5,6.0
HP1264,1264,62fcc87b89f17c39f2bf27f7,kw,6.0,If someone owed me money and this made it back to even.,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,22,38,33,31.0,21,27,18,22.0
HP1265,1265,6101ca2b4ef4ff44381fe3cd,lt,6.0,This reminds me of the government. Taking everything.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,16,25,21,20.666666666666668,9,13,8,10.0
HP1266,1266,644c34bee80856c9546c7312,kw,6.0,I see it as me going to lunch alone,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,10,24,17,17.0,10,8,8,8.666666666666666
HP1267,1267,60aa73f653d961e8b31909b3,lt,6.0,charging someone a fee to do something ,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,16,28,24,22.666666666666668,40,31,32,34.333333333333336
HP1268,1268,5ecd41b94c2e85070cdafa60,lt,8.0,That is a dog eat dog reaction -  only caring about yourself,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,38,39,28,35.0,5,4,5,4.666666666666667
HP1269,1269,67670650760358754c284066,kw,8.0,they have enough or way more money than me so it is not expected of me to give any money as it would be unfair,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,49,51,37,45.666666666666664,11,9,8,9.333333333333334
HP1270,1270,67798247d6fc9e510470baef,lt,6.0,We would then have the same amount and it would be more fair,12,Anonymous peer,2,0,1,Moral,gpt_5_6_round7,42,56,24,40.666666666666664,12,8,7,9.0
HP1271,1271,5eddaa6d115bb4ac7e59f153,kw,10.0,When a homeless person asked for money and I don’t have any change ,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,49,57,48,51.333333333333336,8,8,8,8.0
HP1272,1272,63ea5b93d1c6d38e1f57dcfa,kw,6.0,"I find it similar to the wealth inequality that pervades our society, with people on top hoarding all of the wealth.",12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,25,45,25,31.666666666666668,7,5,7,6.333333333333333
HP1273,1273,655f8d03e234484afb1c3d51,kw,6.0,Not having enough money to pay someone back money that I owe them.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,20,31,35,28.666666666666668,14,17,13,14.666666666666666
HP1274,1274,6671c66b6e4bc111961291ae,lt,7.0,It's like if a friend buys a candy bar for me.,12,Friend,4,0,1,Moral,gpt_5_6_round7,20,25,22,22.333333333333332,13,18,16,15.666666666666666
HP1275,1275,675d9cf5d9b26c34bbac262b,lt,5.5,"Transferring -$4 to the other participant shows some kind of selfness and self interest. taking money from others account shows some kind of jealousy or competition. Some real world scenario may involve co-workers who earns two different bonus and one who receives more bonus feels like the other one didn't deserve to receive the bonus, maybe they didn't contribute enough to the task, so they don't deserve a bonus.",12,Teammate / coworker,3,0,3,Self-interest,gpt_5_6_round7,40,34,49,41.0,27,30,25,27.333333333333332
HP1276,1276,5f970ff3eff5040736b63117,kw,12.0,Nothing,12,No mention of recipient,0,0,0,No clear justification,inherited_hpmin,0,0,0,0.0,0,0,2,0.6666666666666666
HP1277,1277,678fba732e3c7c2620e94db9,lt,6.0,me having the 12 and them having nothing,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,80,79,69,76.0,24,14,9,15.666666666666666
HP1278,1278,66587fc76ffbd0dff98853c6,lt,0.0,Stealing from my brother,12,Friend,4,0,3,Self-interest,gpt_5_6_round7,30,32,35,32.333333333333336,11,10,8,9.666666666666666
HP1279,1279,6719761fc33e7e0d88199445,kw,9.0,"I find it similar to the extremely wealthy, keeping everything for themselves.",12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,48,48,42,46.0,7,5,7,6.333333333333333
HP1280,1280,662fa48c0b5e59f9bd5322cc,kw,6.0,A rich person seeing a homeless person on the street and offering them nothing. ,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,52,60,47,53.0,9,7,8,8.0
HP1281,1281,5dbf3be9aab19f3e2dab2f4d,lt,6.0,Being somewhat selfish.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,39,37,37,37.666666666666664,5,3,5,4.333333333333333
HP1282,1282,5ee55d2d0eccfc2a733ad0db,lt,6.0,"Whilst it is within the rules of the study, it would still feel like stealing.",12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,35,34,43,37.333333333333336,12,8,9,9.666666666666666
HP1283,1283,5bce2c5253de59000184642a,kw,6.0,"Being the owner of a business, trying to maximize your own profits at the expense of everyone else.",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,22,34,23,26.333333333333332,38,43,35,38.666666666666664
HP1284,1284,6662ad148ef5e11fdf2dd894,lt,6.0,I find it similar to taking money from the homeless,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,31,32,35,32.666666666666664,10,10,8,9.333333333333334
HP1285,1285,5bb3e443951bd40001f1e0fd,kw,10.0,Thinking the other participant doesn't actually exist and this is just a test,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,18,23,22,21.0,10,1,4,5.0
HP1286,1286,6735456e8034ea7e61eac785,lt,6.0,"I would find it similar to selling this person an item on Facebook Marketplace and taking $4 from them as payment for the item, as well as for gas since I most likely delivered the item to them.",12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,18,29,29,25.333333333333332,46,36,41,41.0
HP1287,1287,6681e05e37692ab271e02312,lt,7.0,taking away money,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,30,31,33,31.333333333333332,9,9,8,8.666666666666666
HP1288,1288,610acbfd3ae11a1b16a1c3ee,lt,6.0,being deceitful ,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,25,27,21,24.333333333333332,3,2,3,2.6666666666666665
HP1289,1289,5eaeeae9cde8075d1f14c369,lt,6.0,being mean to my siblings,12,Friend,4,0,1,Moral,gpt_5_6_round7,15,25,20,20.0,4,2,3,3.0
HP1290,1290,62e98b16791977c7b8e645b2,kw,6.0,The other participant has covered all their own cost bottle of ,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,11,14,15,13.333333333333334,6,1,6,4.333333333333333
HP1291,1291,6621a2f38453311275d17d65,kw,6.0,"The Government giving us nothing despite their promises of doing so. You can only hope they'll see the desperate need of the people and yet, all they can give is $0",12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,27,38,40,35.0,5,5,7,5.666666666666667
HP1292,1292,578bb26f6cc44500010448c8,lt,6.0,Negative - feeling worthless - someone stealing money from me.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,16,27,28,23.666666666666668,8,9,7,8.0
HP1293,1293,66bd25fdae3afa8b2a215da6,kw,6.0,i get 100 percent they get 0,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,76,69,64,69.66666666666667,23,12,8,14.333333333333334
