set,context,vignette_id,points
3,M-LT,SL3,0
3,M-LT,ML3,6
3,M-LT,SL8,0
3,M-LT,MH7,7
3,M-LT,ML5,7
3,M-LT,CL3,0
3,M-LT,ML7,8
3,M-LT,MH6,0
3,M-LT,SH4,0
3,M-LT,ML4,0
3,M-LT,ML1,6
3,M-LT,SL2,0
3,M-LT,MH1,6
3,M-LT,MH4,11
3,M-LT,CL1,0
3,AID,SH5,0
3,AID,CL6,0
3,AID,CL7,0
3,AID,CL2,0
3,AID,SH3,0
3,AID,SH1,0
3,AID,CH6,0
3,AID,SL7,0
3,AID,SH8,0
3,AID,MH3,2
3,AID,MH2,7
3,AID,CH5,0
3,AID,MH8,6
3,AID,ML8,3
3,AID,ML6,5
3,AID,CH8,0
3,AID,SH7,0
3,AID,CH7,0
3,AID,SL5,0
3,AID,CH1,0
3,AID,MH5,3
3,AID,ML2,8
3,AID,CL8,0
3,AID,SH2,0
3,AID,SL4,0
3,AID,CH2,0
3,AID,CL4,0
3,AID,SH6,0
3,AID,CH3,0
3,AID,SL6,0
3,AID,CL5,0
3,AID,CH4,0
3,AID,SL1,2
3,AID,SL3,0
3,AID,ML3,13
3,AID,SL8,0
3,AID,MH7,3
3,AID,ML5,3
3,AID,CL3,0
3,AID,ML7,4
3,AID,MH6,8
3,AID,SH4,0
3,AID,ML4,8
3,AID,ML1,10
3,AID,SL2,0
3,AID,MH1,5
3,AID,MH4,10
3,AID,CL1,0
3,C-TG,SH5,1
3,C-TG,CL6,3
3,C-TG,CL7,3
3,C-TG,CL2,3
3,C-TG,SH3,0
3,C-TG,SH1,5
3,C-TG,CH6,3
3,C-TG,SL7,0
3,C-TG,SH8,1
3,C-TG,MH3,2
3,C-TG,MH2,2
3,C-TG,CH5,3
3,C-TG,MH8,0
3,C-TG,ML8,0
3,C-TG,ML6,0
3,C-TG,CH8,3
3,C-TG,SH7,1
3,C-TG,CH7,3
3,C-TG,SL5,1
3,C-TG,CH1,4
3,C-TG,MH5,0
3,C-TG,ML2,0
3,C-TG,CL8,3
3,C-TG,SH2,2
3,C-TG,SL4,3
3,C-TG,CH2,4
3,C-TG,CL4,7
3,C-TG,SH6,2
3,C-TG,CH3,7
3,C-TG,SL6,2
3,C-TG,CL5,3
3,C-TG,CH4,4
3,C-TG,SL1,2
3,C-TG,SL3,2
3,C-TG,ML3,0
3,C-TG,SL8,1
3,C-TG,MH7,0
3,C-TG,ML5,0
3,C-TG,CL3,6
3,C-TG,ML7,0
3,C-TG,MH6,1
3,C-TG,SH4,3
3,C-TG,ML4,2
3,C-TG,ML1,1
3,C-TG,SL2,2
3,C-TG,MH1,0
3,C-TG,MH4,0
3,C-TG,CL1,5
3,BONUS,SH5,0
3,BONUS,CL6,0
3,BONUS,CL7,0
3,BONUS,CL2,0
3,BONUS,SH3,0
3,BONUS,SH1,0
3,BONUS,CH6,0
3,BONUS,SL7,0
3,BONUS,SH8,0
3,BONUS,MH3,0
3,BONUS,MH2,1
3,BONUS,CH5,0
3,BONUS,MH8,8
3,BONUS,ML8,8
3,BONUS,ML6,1
3,BONUS,CH8,0
3,BONUS,SH7,0
3,BONUS,CH7,0
3,BONUS,SL5,0
3,BONUS,CH1,0
3,BONUS,MH5,15
3,BONUS,ML2,5
3,BONUS,CL8,0
3,BONUS,SH2,0
3,BONUS,SL4,0
3,BONUS,CH2,0
3,BONUS,CL4,0
3,BONUS,SH6,0
3,BONUS,CH3,0
3,BONUS,SL6,0
3,BONUS,CL5,0
3,BONUS,CH4,0
3,BONUS,SL1,0
3,BONUS,SL3,0
3,BONUS,ML3,5
3,BONUS,SL8,0
3,BONUS,MH7,14
3,BONUS,ML5,14
3,BONUS,CL3,0
3,BONUS,ML7,5
3,BONUS,MH6,1
3,BONUS,SH4,0
3,BONUS,ML4,1
3,BONUS,ML1,5
3,BONUS,SL2,0
3,BONUS,MH1,8
3,BONUS,MH4,5
3,BONUS,CL1,0
3,C-UG,SH5,1
3,C-UG,CL6,2
3,C-UG,CL7,2
3,C-UG,CL2,1
3,C-UG,SH3,2
3,C-UG,SH1,1
3,C-UG,CH6,2
3,C-UG,SL7,0
3,C-UG,SH8,1
3,C-UG,MH3,0
3,C-UG,MH2,1
3,C-UG,CH5,2
3,C-UG,MH8,5
3,C-UG,ML8,4
3,C-UG,ML6,2
3,C-UG,CH8,2
3,C-UG,SH7,1
3,C-UG,CH7,2
3,C-UG,SL5,0
3,C-UG,CH1,1
3,C-UG,MH5,4
3,C-UG,ML2,5
3,C-UG,CL8,1
3,C-UG,SH2,0
3,C-UG,SL4,1
3,C-UG,CH2,2
3,C-UG,CL4,2
3,C-UG,SH6,2
3,C-UG,CH3,3
3,C-UG,SL6,1
3,C-UG,CL5,2
3,C-UG,CH4,2
3,C-UG,SL1,1
3,C-UG,SL3,1
3,C-UG,ML3,4
3,C-UG,SL8,0
3,C-UG,MH7,5
3,C-UG,ML5,5
3,C-UG,CL3,3
3,C-UG,ML7,4
3,C-UG,MH6,3
3,C-UG,SH4,0
3,C-UG,ML4,2
3,C-UG,ML1,3
3,C-UG,SL2,0
3,C-UG,MH1,4
3,C-UG,MH4,6
3,C-UG,CL1,2
3,M-TG,SH5,1
3,M-TG,CL6,3
3,M-TG,CL7,5
3,M-TG,CL2,2
3,M-TG,SH3,1
3,M-TG,SH1,2
3,M-TG,CH6,4
3,M-TG,SL7,0
3,M-TG,SH8,1
3,M-TG,MH3,1
3,M-TG,MH2,1
3,M-TG,CH5,3
3,M-TG,MH8,0
3,M-TG,ML8,0
3,M-TG,ML6,0
3,M-TG,CH8,4
3,M-TG,SH7,1
3,M-TG,CH7,5
3,M-TG,SL5,1
3,M-TG,CH1,4
3,M-TG,MH5,0
3,M-TG,ML2,0
3,M-TG,CL8,3
3,M-TG,SH2,2
3,M-TG,SL4,5
3,M-TG,CH2,4
3,M-TG,CL4,8
3,M-TG,SH6,3
3,M-TG,CH3,5
3,M-TG,SL6,3
3,M-TG,CL5,3
3,M-TG,CH4,5
3,M-TG,SL1,1
3,M-TG,SL3,2
3,M-TG,ML3,0
3,M-TG,SL8,2
3,M-TG,MH7,0
3,M-TG,ML5,0
3,M-TG,CL3,4
3,M-TG,ML7,0
3,M-TG,MH6,1
3,M-TG,SH4,3
3,M-TG,ML4,1
3,M-TG,ML1,1
3,M-TG,SL2,1
3,M-TG,MH1,0
3,M-TG,MH4,0
3,M-TG,CL1,4
3,M-UG,SH5,2
3,M-UG,CL6,1
3,M-UG,CL7,3
3,M-UG,CL2,0
3,M-UG,SH3,6
3,M-UG,SH1,1
3,M-UG,CH6,1
3,M-UG,SL7,0
3,M-UG,SH8,6
3,M-UG,MH3,0
3,M-UG,MH2,1
3,M-UG,CH5,1
3,M-UG,MH8,3
3,M-UG,ML8,3
3,M-UG,ML6,1
3,M-UG,CH8,1
3,M-UG,SH7,2
3,M-UG,CH7,3
3,M-UG,SL5,1
3,M-UG,CH1,0
3,M-UG,MH5,3
3,M-UG,ML2,3
3,M-UG,CL8,0
3,M-UG,SH2,1
3,M-UG,SL4,4
3,M-UG,CH2,1
3,M-UG,CL4,3
3,M-UG,SH6,7
3,M-UG,CH3,1
3,M-UG,SL6,4
3,M-UG,CL5,1
3,M-UG,CH4,2
3,M-UG,SL1,1
3,M-UG,SL3,5
3,M-UG,ML3,2
3,M-UG,SL8,2
3,M-UG,MH7,3
3,M-UG,ML5,3
3,M-UG,CL3,1
3,M-UG,ML7,3
3,M-UG,MH6,2
3,M-UG,SH4,1
3,M-UG,ML4,1
3,M-UG,ML1,2
3,M-UG,SL2,1
3,M-UG,MH1,2
3,M-UG,MH4,4
3,M-UG,CL1,1
3,C-LT,SH5,0
3,C-LT,CL6,0
3,C-LT,CL7,1
3,C-LT,CL2,0
3,C-LT,SH3,1
3,C-LT,SH1,0
3,C-LT,CH6,0
3,C-LT,SL7,0
3,C-LT,SH8,0
3,C-LT,MH3,0
3,C-LT,MH2,3
3,C-LT,CH5,0
3,C-LT,MH8,7
3,C-LT,ML8,6
3,C-LT,ML6,4
3,C-LT,CH8,0
3,C-LT,SH7,0
3,C-LT,CH7,0
3,C-LT,SL5,0
3,C-LT,CH1,0
3,C-LT,MH5,6
3,C-LT,ML2,8
3,C-LT,CL8,0
3,C-LT,SH2,0
3,C-LT,SL4,0
3,C-LT,CH2,0
3,C-LT,CL4,0
3,C-LT,SH6,0
3,C-LT,CH3,1
3,C-LT,SL6,1
3,C-LT,CL5,1
3,C-LT,CH4,1
3,C-LT,SL1,2
3,C-LT,SL3,1
3,C-LT,ML3,8
3,C-LT,SL8,0
3,C-LT,MH7,6
3,C-LT,ML5,6
3,C-LT,CL3,1
3,C-LT,ML7,7
3,C-LT,MH6,3
3,C-LT,SH4,1
3,C-LT,ML4,3
3,C-LT,ML1,6
3,C-LT,SL2,1
3,C-LT,MH1,6
3,C-LT,MH4,8
3,C-LT,CL1,1
