model,set,task,context,item_id,points
claude,3,retrieval,C-LT,M5,9
claude,3,retrieval,C-LT,S2,2
claude,3,retrieval,C-LT,C4,2
claude,3,retrieval,C-LT,M8,11
claude,3,retrieval,C-LT,S7,1
claude,3,retrieval,C-LT,C1,1
claude,3,retrieval,C-LT,M3,9
claude,3,retrieval,C-LT,S5,2
claude,3,retrieval,C-LT,C8,1
claude,3,retrieval,C-LT,M1,13
claude,3,retrieval,C-LT,S4,2
claude,3,retrieval,C-LT,C3,1
claude,3,retrieval,C-LT,M6,11
claude,3,retrieval,C-LT,S8,0
claude,3,retrieval,C-LT,C7,1
claude,3,retrieval,C-LT,M2,12
claude,3,retrieval,C-LT,S6,1
claude,3,retrieval,C-LT,C5,1
claude,3,retrieval,C-LT,M7,12
claude,3,retrieval,C-LT,S3,2
claude,3,retrieval,C-LT,C2,1
claude,3,retrieval,C-LT,M4,10
claude,3,retrieval,C-LT,S1,1
claude,3,retrieval,M-UG,C6,14
claude,3,retrieval,M-UG,M5,1
claude,3,retrieval,M-UG,S2,2
claude,3,retrieval,M-UG,C4,13
claude,3,retrieval,M-UG,M8,1
claude,3,retrieval,M-UG,S7,1
claude,3,retrieval,M-UG,C1,4
claude,3,retrieval,M-UG,M3,1
claude,3,retrieval,M-UG,S5,3
claude,3,retrieval,M-UG,C8,3
claude,3,retrieval,M-UG,M1,3
claude,3,retrieval,M-UG,S4,3
claude,3,retrieval,M-UG,C3,2
claude,3,retrieval,M-UG,M6,4
claude,3,retrieval,M-UG,S8,2
claude,3,retrieval,M-UG,C7,3
claude,3,retrieval,M-UG,M2,3
claude,3,retrieval,M-UG,S6,15
claude,3,retrieval,M-UG,C5,3
claude,3,retrieval,M-UG,M7,2
claude,3,retrieval,M-UG,S3,3
claude,3,retrieval,M-UG,C2,6
claude,3,retrieval,M-UG,M4,1
claude,3,retrieval,M-UG,S1,3
claude,3,receiver,C-TG,TK2,25
claude,3,receiver,C-TG,TR1,25
claude,3,receiver,C-TG,TR2,22
claude,3,receiver,C-TG,TK1,28
claude,3,receiver,M-TG,TK2,25
claude,3,receiver,M-TG,TR1,25
claude,3,receiver,M-TG,TR2,22
claude,3,receiver,M-TG,TK1,28
claude,3,receiver,C-UG,UR1,30
claude,3,receiver,C-UG,UA2,20
claude,3,receiver,C-UG,UR2,30
claude,3,receiver,C-UG,UA1,20
claude,3,receiver,M-UG,UR1,25
claude,3,receiver,M-UG,UA2,28
claude,3,receiver,M-UG,UR2,22
claude,3,receiver,M-UG,UA1,25
claude_fable,1,retrieval,C-UG,S3,0
claude_fable,1,retrieval,C-UG,C7,0
claude_fable,1,retrieval,C-UG,M1,14
claude_fable,1,retrieval,C-UG,C2,0
claude_fable,1,retrieval,C-UG,S8,0
claude_fable,1,retrieval,C-UG,M6,24
claude_fable,1,retrieval,C-UG,C4,0
claude_fable,1,retrieval,C-UG,S1,0
claude_fable,1,retrieval,C-UG,M8,8
claude_fable,1,retrieval,C-UG,C1,0
claude_fable,1,retrieval,C-UG,S5,0
claude_fable,1,retrieval,C-UG,M3,5
claude_fable,1,retrieval,C-UG,C8,0
claude_fable,1,retrieval,C-UG,S2,0
claude_fable,1,retrieval,C-UG,M7,8
claude_fable,1,retrieval,C-UG,C5,0
claude_fable,1,retrieval,C-UG,S6,1
claude_fable,1,retrieval,C-UG,M2,14
claude_fable,1,retrieval,C-UG,C3,0
claude_fable,1,retrieval,C-UG,S7,0
claude_fable,1,retrieval,C-UG,M4,16
claude_fable,1,retrieval,C-UG,C6,2
claude_fable,1,retrieval,C-UG,S4,0
claude_fable,1,retrieval,C-UG,M5,8
claude_fable,1,retrieval,BONUS,S3,0
claude_fable,1,retrieval,BONUS,C7,0
claude_fable,1,retrieval,BONUS,M1,35
claude_fable,1,retrieval,BONUS,C2,0
claude_fable,1,retrieval,BONUS,S8,0
claude_fable,1,retrieval,BONUS,M6,12
claude_fable,1,retrieval,BONUS,C4,0
claude_fable,1,retrieval,BONUS,S1,0
claude_fable,1,retrieval,BONUS,M8,25
claude_fable,1,retrieval,BONUS,C1,0
claude_fable,1,retrieval,BONUS,S5,0
claude_fable,1,retrieval,BONUS,M3,1
claude_fable,1,retrieval,BONUS,C8,0
claude_fable,1,retrieval,BONUS,S2,0
claude_fable,1,retrieval,BONUS,M7,12
claude_fable,1,retrieval,BONUS,C5,0
claude_fable,1,retrieval,BONUS,S6,0
claude_fable,1,retrieval,BONUS,M2,9
claude_fable,1,retrieval,BONUS,C3,0
claude_fable,1,retrieval,BONUS,S7,0
claude_fable,1,retrieval,BONUS,M4,4
claude_fable,1,retrieval,BONUS,C6,0
claude_fable,1,retrieval,BONUS,S4,0
claude_fable,1,retrieval,BONUS,M5,2
claude_fable,1,retrieval,M-KW,S3,0
claude_fable,1,retrieval,M-KW,C7,1
claude_fable,1,retrieval,M-KW,M1,12
claude_fable,1,retrieval,M-KW,C2,2
claude_fable,1,retrieval,M-KW,S8,0
claude_fable,1,retrieval,M-KW,M6,25
claude_fable,1,retrieval,M-KW,C4,6
claude_fable,1,retrieval,M-KW,S1,0
claude_fable,1,retrieval,M-KW,M8,5
claude_fable,1,retrieval,M-KW,C1,2
claude_fable,1,retrieval,M-KW,S5,3
claude_fable,1,retrieval,M-KW,M3,1
claude_fable,1,retrieval,M-KW,C8,0
claude_fable,1,retrieval,M-KW,S2,0
claude_fable,1,retrieval,M-KW,M7,3
claude_fable,1,retrieval,M-KW,C5,1
claude_fable,1,retrieval,M-KW,S6,12
claude_fable,1,retrieval,M-KW,M2,4
claude_fable,1,retrieval,M-KW,C3,0
claude_fable,1,retrieval,M-KW,S7,0
claude_fable,1,retrieval,M-KW,M4,5
claude_fable,1,retrieval,M-KW,C6,16
claude_fable,1,retrieval,M-KW,S4,0
claude_fable,1,retrieval,M-KW,M5,2
claude_fable,1,retrieval,C-TG,S3,0
claude_fable,1,retrieval,C-TG,C7,4
claude_fable,1,retrieval,C-TG,M1,0
claude_fable,1,retrieval,C-TG,C2,10
claude_fable,1,retrieval,C-TG,S8,0
claude_fable,1,retrieval,C-TG,M6,0
claude_fable,1,retrieval,C-TG,C4,18
claude_fable,1,retrieval,C-TG,S1,4
claude_fable,1,retrieval,C-TG,M8,0
claude_fable,1,retrieval,C-TG,C1,5
claude_fable,1,retrieval,C-TG,S5,0
claude_fable,1,retrieval,C-TG,M3,0
claude_fable,1,retrieval,C-TG,C8,8
claude_fable,1,retrieval,C-TG,S2,1
claude_fable,1,retrieval,C-TG,M7,0
claude_fable,1,retrieval,C-TG,C5,4
claude_fable,1,retrieval,C-TG,S6,6
claude_fable,1,retrieval,C-TG,M2,0
claude_fable,1,retrieval,C-TG,C3,12
claude_fable,1,retrieval,C-TG,S7,1
claude_fable,1,retrieval,C-TG,M4,0
claude_fable,1,retrieval,C-TG,C6,27
claude_fable,1,retrieval,C-TG,S4,0
claude_fable,1,retrieval,C-TG,M5,0
claude_fable,1,retrieval,AID,S3,0
claude_fable,1,retrieval,AID,C7,0
claude_fable,1,retrieval,AID,M1,6
claude_fable,1,retrieval,AID,C2,0
claude_fable,1,retrieval,AID,S8,0
claude_fable,1,retrieval,AID,M6,3
claude_fable,1,retrieval,AID,C4,0
claude_fable,1,retrieval,AID,S1,0
claude_fable,1,retrieval,AID,M8,10
claude_fable,1,retrieval,AID,C1,0
claude_fable,1,retrieval,AID,S5,0
claude_fable,1,retrieval,AID,M3,9
claude_fable,1,retrieval,AID,C8,0
claude_fable,1,retrieval,AID,S2,1
claude_fable,1,retrieval,AID,M7,18
claude_fable,1,retrieval,AID,C5,0
claude_fable,1,retrieval,AID,S6,0
claude_fable,1,retrieval,AID,M2,13
claude_fable,1,retrieval,AID,C3,0
claude_fable,1,retrieval,AID,S7,0
claude_fable,1,retrieval,AID,M4,28
claude_fable,1,retrieval,AID,C6,0
claude_fable,1,retrieval,AID,S4,0
claude_fable,1,retrieval,AID,M5,12
claude_fable,1,retrieval,M-UG,S3,0
claude_fable,1,retrieval,M-UG,C7,1
claude_fable,1,retrieval,M-UG,M1,10
claude_fable,1,retrieval,M-UG,C2,2
claude_fable,1,retrieval,M-UG,S8,0
claude_fable,1,retrieval,M-UG,M6,15
claude_fable,1,retrieval,M-UG,C4,8
claude_fable,1,retrieval,M-UG,S1,0
claude_fable,1,retrieval,M-UG,M8,4
claude_fable,1,retrieval,M-UG,C1,2
claude_fable,1,retrieval,M-UG,S5,5
claude_fable,1,retrieval,M-UG,M3,0
claude_fable,1,retrieval,M-UG,C8,0
claude_fable,1,retrieval,M-UG,S2,0
claude_fable,1,retrieval,M-UG,M7,2
claude_fable,1,retrieval,M-UG,C5,2
claude_fable,1,retrieval,M-UG,S6,18
claude_fable,1,retrieval,M-UG,M2,3
claude_fable,1,retrieval,M-UG,C3,0
claude_fable,1,retrieval,M-UG,S7,0
claude_fable,1,retrieval,M-UG,M4,3
claude_fable,1,retrieval,M-UG,C6,21
claude_fable,1,retrieval,M-UG,S4,3
claude_fable,1,retrieval,M-UG,M5,1
claude_fable,1,retrieval,C-KW,S3,0
claude_fable,1,retrieval,C-KW,C7,0
claude_fable,1,retrieval,C-KW,M1,13
claude_fable,1,retrieval,C-KW,C2,0
claude_fable,1,retrieval,C-KW,S8,0
claude_fable,1,retrieval,C-KW,M6,26
claude_fable,1,retrieval,C-KW,C4,0
claude_fable,1,retrieval,C-KW,S1,0
claude_fable,1,retrieval,C-KW,M8,8
claude_fable,1,retrieval,C-KW,C1,0
claude_fable,1,retrieval,C-KW,S5,0
claude_fable,1,retrieval,C-KW,M3,5
claude_fable,1,retrieval,C-KW,C8,0
claude_fable,1,retrieval,C-KW,S2,0
claude_fable,1,retrieval,C-KW,M7,9
claude_fable,1,retrieval,C-KW,C5,0
claude_fable,1,retrieval,C-KW,S6,0
claude_fable,1,retrieval,C-KW,M2,14
claude_fable,1,retrieval,C-KW,C3,0
claude_fable,1,retrieval,C-KW,S7,0
claude_fable,1,retrieval,C-KW,M4,18
claude_fable,1,retrieval,C-KW,C6,0
claude_fable,1,retrieval,C-KW,S4,0
claude_fable,1,retrieval,C-KW,M5,7
claude_fable,1,retrieval,M-TG,S3,0
claude_fable,1,retrieval,M-TG,C7,3
claude_fable,1,retrieval,M-TG,M1,0
claude_fable,1,retrieval,M-TG,C2,8
claude_fable,1,retrieval,M-TG,S8,0
claude_fable,1,retrieval,M-TG,M6,0
claude_fable,1,retrieval,M-TG,C4,19
claude_fable,1,retrieval,M-TG,S1,3
claude_fable,1,retrieval,M-TG,M8,0
claude_fable,1,retrieval,M-TG,C1,4
claude_fable,1,retrieval,M-TG,S5,0
claude_fable,1,retrieval,M-TG,M3,0
claude_fable,1,retrieval,M-TG,C8,9
claude_fable,1,retrieval,M-TG,S2,0
claude_fable,1,retrieval,M-TG,M7,0
claude_fable,1,retrieval,M-TG,C5,3
claude_fable,1,retrieval,M-TG,S6,7
claude_fable,1,retrieval,M-TG,M2,0
claude_fable,1,retrieval,M-TG,C3,14
claude_fable,1,retrieval,M-TG,S7,0
claude_fable,1,retrieval,M-TG,M4,0
claude_fable,1,retrieval,M-TG,C6,30
claude_fable,1,retrieval,M-TG,S4,0
claude_fable,1,retrieval,M-TG,M5,0
claude_fable,1,retrieval,C-LT,S3,0
claude_fable,1,retrieval,C-LT,C7,0
claude_fable,1,retrieval,C-LT,M1,13
claude_fable,1,retrieval,C-LT,C2,0
claude_fable,1,retrieval,C-LT,S8,0
claude_fable,1,retrieval,C-LT,M6,21
claude_fable,1,retrieval,C-LT,C4,0
claude_fable,1,retrieval,C-LT,S1,0
claude_fable,1,retrieval,C-LT,M8,12
claude_fable,1,retrieval,C-LT,C1,0
claude_fable,1,retrieval,C-LT,S5,0
claude_fable,1,retrieval,C-LT,M3,4
claude_fable,1,retrieval,C-LT,C8,0
claude_fable,1,retrieval,C-LT,S2,0
claude_fable,1,retrieval,C-LT,M7,13
claude_fable,1,retrieval,C-LT,C5,0
claude_fable,1,retrieval,C-LT,S6,0
claude_fable,1,retrieval,C-LT,M2,14
claude_fable,1,retrieval,C-LT,C3,0
claude_fable,1,retrieval,C-LT,S7,0
claude_fable,1,retrieval,C-LT,M4,12
claude_fable,1,retrieval,C-LT,C6,0
claude_fable,1,retrieval,C-LT,S4,0
claude_fable,1,retrieval,C-LT,M5,11
claude_fable,1,retrieval,M-LT,S3,0
claude_fable,1,retrieval,M-LT,C7,1
claude_fable,1,retrieval,M-LT,M1,12
claude_fable,1,retrieval,M-LT,C2,2
claude_fable,1,retrieval,M-LT,S8,0
claude_fable,1,retrieval,M-LT,M6,22
claude_fable,1,retrieval,M-LT,C4,7
claude_fable,1,retrieval,M-LT,S1,0
claude_fable,1,retrieval,M-LT,M8,5
claude_fable,1,retrieval,M-LT,C1,2
claude_fable,1,retrieval,M-LT,S5,4
claude_fable,1,retrieval,M-LT,M3,1
claude_fable,1,retrieval,M-LT,C8,0
claude_fable,1,retrieval,M-LT,S2,0
claude_fable,1,retrieval,M-LT,M7,3
claude_fable,1,retrieval,M-LT,C5,1
claude_fable,1,retrieval,M-LT,S6,12
claude_fable,1,retrieval,M-LT,M2,4
claude_fable,1,retrieval,M-LT,C3,0
claude_fable,1,retrieval,M-LT,S7,0
claude_fable,1,retrieval,M-LT,M4,5
claude_fable,1,retrieval,M-LT,C6,17
claude_fable,1,retrieval,M-LT,S4,0
claude_fable,1,retrieval,M-LT,M5,2
claude_fable,1,receiver,C-UG,UR2,28
claude_fable,1,receiver,C-UG,UA1,22
claude_fable,1,receiver,C-UG,UR1,30
claude_fable,1,receiver,C-UG,UA2,20
claude_fable,1,receiver,C-TG,TK1,22
claude_fable,1,receiver,C-TG,TR2,28
claude_fable,1,receiver,C-TG,TR1,27
claude_fable,1,receiver,C-TG,TK2,23
claude_fable,1,receiver,M-UG,UR2,22
claude_fable,1,receiver,M-UG,UA1,28
claude_fable,1,receiver,M-UG,UR1,24
claude_fable,1,receiver,M-UG,UA2,26
claude_fable,1,receiver,M-TG,TK1,23
claude_fable,1,receiver,M-TG,TR2,24
claude_fable,1,receiver,M-TG,TR1,26
claude_fable,1,receiver,M-TG,TK2,27
claude_fable,2,retrieval,M-TG,M4,0
claude_fable,2,retrieval,M-TG,S6,8
claude_fable,2,retrieval,M-TG,C1,5
claude_fable,2,retrieval,M-TG,M2,0
claude_fable,2,retrieval,M-TG,C8,3
claude_fable,2,retrieval,M-TG,S3,2
claude_fable,2,retrieval,M-TG,M7,0
claude_fable,2,retrieval,M-TG,C5,3
claude_fable,2,retrieval,M-TG,S1,3
claude_fable,2,retrieval,M-TG,M5,0
claude_fable,2,retrieval,M-TG,C3,7
claude_fable,2,retrieval,M-TG,S8,0
claude_fable,2,retrieval,M-TG,M1,4
claude_fable,2,retrieval,M-TG,C6,25
claude_fable,2,retrieval,M-TG,S4,0
claude_fable,2,retrieval,M-TG,M8,1
claude_fable,2,retrieval,M-TG,C2,12
claude_fable,2,retrieval,M-TG,S7,1
claude_fable,2,retrieval,M-TG,M3,0
claude_fable,2,retrieval,M-TG,C7,5
claude_fable,2,retrieval,M-TG,S2,0
claude_fable,2,retrieval,M-TG,M6,6
claude_fable,2,retrieval,M-TG,C4,15
claude_fable,2,retrieval,M-TG,S5,0
claude_fable,2,retrieval,C-LT,M4,15
claude_fable,2,retrieval,C-LT,S6,0
claude_fable,2,retrieval,C-LT,C1,0
claude_fable,2,retrieval,C-LT,M2,13
claude_fable,2,retrieval,C-LT,C8,0
claude_fable,2,retrieval,C-LT,S3,0
claude_fable,2,retrieval,C-LT,M7,20
claude_fable,2,retrieval,C-LT,C5,0
claude_fable,2,retrieval,C-LT,S1,0
claude_fable,2,retrieval,C-LT,M5,7
claude_fable,2,retrieval,C-LT,C3,0
claude_fable,2,retrieval,C-LT,S8,1
claude_fable,2,retrieval,C-LT,M1,11
claude_fable,2,retrieval,C-LT,C6,0
claude_fable,2,retrieval,C-LT,S4,1
claude_fable,2,retrieval,C-LT,M8,17
claude_fable,2,retrieval,C-LT,C2,0
claude_fable,2,retrieval,C-LT,S7,0
claude_fable,2,retrieval,C-LT,M3,6
claude_fable,2,retrieval,C-LT,C7,0
claude_fable,2,retrieval,C-LT,S2,1
claude_fable,2,retrieval,C-LT,M6,8
claude_fable,2,retrieval,C-LT,C4,0
claude_fable,2,retrieval,C-LT,S5,0
claude_fable,2,retrieval,AID,M4,25
claude_fable,2,retrieval,AID,S6,0
claude_fable,2,retrieval,AID,C1,0
claude_fable,2,retrieval,AID,M2,12
claude_fable,2,retrieval,AID,C8,0
claude_fable,2,retrieval,AID,S3,0
claude_fable,2,retrieval,AID,M7,20
claude_fable,2,retrieval,AID,C5,0
claude_fable,2,retrieval,AID,S1,0
claude_fable,2,retrieval,AID,M5,5
claude_fable,2,retrieval,AID,C3,0
claude_fable,2,retrieval,AID,S8,0
claude_fable,2,retrieval,AID,M1,10
claude_fable,2,retrieval,AID,C6,0
claude_fable,2,retrieval,AID,S4,1
claude_fable,2,retrieval,AID,M8,15
claude_fable,2,retrieval,AID,C2,0
claude_fable,2,retrieval,AID,S7,0
claude_fable,2,retrieval,AID,M3,5
claude_fable,2,retrieval,AID,C7,0
claude_fable,2,retrieval,AID,S2,2
claude_fable,2,retrieval,AID,M6,5
claude_fable,2,retrieval,AID,C4,0
claude_fable,2,retrieval,AID,S5,0
claude_fable,2,retrieval,M-UG,M4,0
claude_fable,2,retrieval,M-UG,S6,8
claude_fable,2,retrieval,M-UG,C1,2
claude_fable,2,retrieval,M-UG,M2,0
claude_fable,2,retrieval,M-UG,C8,6
claude_fable,2,retrieval,M-UG,S3,1
claude_fable,2,retrieval,M-UG,M7,0
claude_fable,2,retrieval,M-UG,C5,6
claude_fable,2,retrieval,M-UG,S1,1
claude_fable,2,retrieval,M-UG,M5,0
claude_fable,2,retrieval,M-UG,C3,2
claude_fable,2,retrieval,M-UG,S8,10
claude_fable,2,retrieval,M-UG,M1,2
claude_fable,2,retrieval,M-UG,C6,15
claude_fable,2,retrieval,M-UG,S4,9
claude_fable,2,retrieval,M-UG,M8,0
claude_fable,2,retrieval,M-UG,C2,8
claude_fable,2,retrieval,M-UG,S7,0
claude_fable,2,retrieval,M-UG,M3,0
claude_fable,2,retrieval,M-UG,C7,3
claude_fable,2,retrieval,M-UG,S2,0
claude_fable,2,retrieval,M-UG,M6,0
claude_fable,2,retrieval,M-UG,C4,18
claude_fable,2,retrieval,M-UG,S5,9
claude_fable,2,retrieval,C-KW,M4,22
claude_fable,2,retrieval,C-KW,S6,0
claude_fable,2,retrieval,C-KW,C1,0
claude_fable,2,retrieval,C-KW,M2,14
claude_fable,2,retrieval,C-KW,C8,0
claude_fable,2,retrieval,C-KW,S3,0
claude_fable,2,retrieval,C-KW,M7,13
claude_fable,2,retrieval,C-KW,C5,0
claude_fable,2,retrieval,C-KW,S1,0
claude_fable,2,retrieval,C-KW,M5,8
claude_fable,2,retrieval,C-KW,C3,0
claude_fable,2,retrieval,C-KW,S8,0
claude_fable,2,retrieval,C-KW,M1,12
claude_fable,2,retrieval,C-KW,C6,0
claude_fable,2,retrieval,C-KW,S4,0
claude_fable,2,retrieval,C-KW,M8,12
claude_fable,2,retrieval,C-KW,C2,0
claude_fable,2,retrieval,C-KW,S7,0
claude_fable,2,retrieval,C-KW,M3,8
claude_fable,2,retrieval,C-KW,C7,0
claude_fable,2,retrieval,C-KW,S2,1
claude_fable,2,retrieval,C-KW,M6,10
claude_fable,2,retrieval,C-KW,C4,0
claude_fable,2,retrieval,C-KW,S5,0
claude_fable,2,retrieval,BONUS,M4,3
claude_fable,2,retrieval,BONUS,S6,0
claude_fable,2,retrieval,BONUS,C1,0
claude_fable,2,retrieval,BONUS,M2,8
claude_fable,2,retrieval,BONUS,C8,0
claude_fable,2,retrieval,BONUS,S3,0
claude_fable,2,retrieval,BONUS,M7,10
claude_fable,2,retrieval,BONUS,C5,0
claude_fable,2,retrieval,BONUS,S1,0
claude_fable,2,retrieval,BONUS,M5,1
claude_fable,2,retrieval,BONUS,C3,0
claude_fable,2,retrieval,BONUS,S8,0
claude_fable,2,retrieval,BONUS,M1,35
claude_fable,2,retrieval,BONUS,C6,0
claude_fable,2,retrieval,BONUS,S4,0
claude_fable,2,retrieval,BONUS,M8,27
claude_fable,2,retrieval,BONUS,C2,0
claude_fable,2,retrieval,BONUS,S7,0
claude_fable,2,retrieval,BONUS,M3,0
claude_fable,2,retrieval,BONUS,C7,1
claude_fable,2,retrieval,BONUS,S2,0
claude_fable,2,retrieval,BONUS,M6,15
claude_fable,2,retrieval,BONUS,C4,0
claude_fable,2,retrieval,BONUS,S5,0
claude_fable,2,retrieval,M-LT,M4,0
claude_fable,2,retrieval,M-LT,S6,10
claude_fable,2,retrieval,M-LT,C1,2
claude_fable,2,retrieval,M-LT,M2,0
claude_fable,2,retrieval,M-LT,C8,5
claude_fable,2,retrieval,M-LT,S3,0
claude_fable,2,retrieval,M-LT,M7,0
claude_fable,2,retrieval,M-LT,C5,5
claude_fable,2,retrieval,M-LT,S1,0
claude_fable,2,retrieval,M-LT,M5,0
claude_fable,2,retrieval,M-LT,C3,0
claude_fable,2,retrieval,M-LT,S8,7
claude_fable,2,retrieval,M-LT,M1,8
claude_fable,2,retrieval,M-LT,C6,14
claude_fable,2,retrieval,M-LT,S4,9
claude_fable,2,retrieval,M-LT,M8,4
claude_fable,2,retrieval,M-LT,C2,8
claude_fable,2,retrieval,M-LT,S7,0
claude_fable,2,retrieval,M-LT,M3,0
claude_fable,2,retrieval,M-LT,C7,3
claude_fable,2,retrieval,M-LT,S2,0
claude_fable,2,retrieval,M-LT,M6,0
claude_fable,2,retrieval,M-LT,C4,15
claude_fable,2,retrieval,M-LT,S5,10
claude_fable,2,retrieval,C-UG,M4,18
claude_fable,2,retrieval,C-UG,S6,0
claude_fable,2,retrieval,C-UG,C1,0
claude_fable,2,retrieval,C-UG,M2,10
claude_fable,2,retrieval,C-UG,C8,0
claude_fable,2,retrieval,C-UG,S3,0
claude_fable,2,retrieval,C-UG,M7,15
claude_fable,2,retrieval,C-UG,C5,1
claude_fable,2,retrieval,C-UG,S1,0
claude_fable,2,retrieval,C-UG,M5,7
claude_fable,2,retrieval,C-UG,C3,0
claude_fable,2,retrieval,C-UG,S8,2
claude_fable,2,retrieval,C-UG,M1,12
claude_fable,2,retrieval,C-UG,C6,1
claude_fable,2,retrieval,C-UG,S4,3
claude_fable,2,retrieval,C-UG,M8,14
claude_fable,2,retrieval,C-UG,C2,0
claude_fable,2,retrieval,C-UG,S7,0
claude_fable,2,retrieval,C-UG,M3,5
claude_fable,2,retrieval,C-UG,C7,0
claude_fable,2,retrieval,C-UG,S2,0
claude_fable,2,retrieval,C-UG,M6,7
claude_fable,2,retrieval,C-UG,C4,3
claude_fable,2,retrieval,C-UG,S5,2
claude_fable,2,retrieval,C-TG,M4,0
claude_fable,2,retrieval,C-TG,S6,7
claude_fable,2,retrieval,C-TG,C1,5
claude_fable,2,retrieval,C-TG,M2,0
claude_fable,2,retrieval,C-TG,C8,5
claude_fable,2,retrieval,C-TG,S3,2
claude_fable,2,retrieval,C-TG,M7,0
claude_fable,2,retrieval,C-TG,C5,4
claude_fable,2,retrieval,C-TG,S1,3
claude_fable,2,retrieval,C-TG,M5,0
claude_fable,2,retrieval,C-TG,C3,7
claude_fable,2,retrieval,C-TG,S8,0
claude_fable,2,retrieval,C-TG,M1,1
claude_fable,2,retrieval,C-TG,C6,24
claude_fable,2,retrieval,C-TG,S4,0
claude_fable,2,retrieval,C-TG,M8,0
claude_fable,2,retrieval,C-TG,C2,14
claude_fable,2,retrieval,C-TG,S7,1
claude_fable,2,retrieval,C-TG,M3,0
claude_fable,2,retrieval,C-TG,C7,6
claude_fable,2,retrieval,C-TG,S2,2
claude_fable,2,retrieval,C-TG,M6,2
claude_fable,2,retrieval,C-TG,C4,17
claude_fable,2,retrieval,C-TG,S5,0
claude_fable,2,retrieval,M-KW,M4,2
claude_fable,2,retrieval,M-KW,S6,7
claude_fable,2,retrieval,M-KW,C1,1
claude_fable,2,retrieval,M-KW,M2,2
claude_fable,2,retrieval,M-KW,C8,4
claude_fable,2,retrieval,M-KW,S3,0
claude_fable,2,retrieval,M-KW,M7,2
claude_fable,2,retrieval,M-KW,C5,3
claude_fable,2,retrieval,M-KW,S1,0
claude_fable,2,retrieval,M-KW,M5,0
claude_fable,2,retrieval,M-KW,C3,0
claude_fable,2,retrieval,M-KW,S8,4
claude_fable,2,retrieval,M-KW,M1,13
claude_fable,2,retrieval,M-KW,C6,13
claude_fable,2,retrieval,M-KW,S4,6
claude_fable,2,retrieval,M-KW,M8,10
claude_fable,2,retrieval,M-KW,C2,7
claude_fable,2,retrieval,M-KW,S7,0
claude_fable,2,retrieval,M-KW,M3,0
claude_fable,2,retrieval,M-KW,C7,2
claude_fable,2,retrieval,M-KW,S2,0
claude_fable,2,retrieval,M-KW,M6,3
claude_fable,2,retrieval,M-KW,C4,13
claude_fable,2,retrieval,M-KW,S5,8
claude_fable,2,receiver,M-TG,TR1,25
claude_fable,2,receiver,M-TG,TK2,30
claude_fable,2,receiver,M-TG,TK1,25
claude_fable,2,receiver,M-TG,TR2,20
claude_fable,2,receiver,M-UG,UA2,30
claude_fable,2,receiver,M-UG,UR1,15
claude_fable,2,receiver,M-UG,UA1,35
claude_fable,2,receiver,M-UG,UR2,20
claude_fable,2,receiver,C-UG,UA2,20
claude_fable,2,receiver,C-UG,UR1,30
claude_fable,2,receiver,C-UG,UA1,25
claude_fable,2,receiver,C-UG,UR2,25
claude_fable,2,receiver,C-TG,TR1,25
claude_fable,2,receiver,C-TG,TK2,30
claude_fable,2,receiver,C-TG,TK1,25
claude_fable,2,receiver,C-TG,TR2,20
claude_fable,6,retrieval,AID,M3,6
claude_fable,6,retrieval,AID,C1,0
claude_fable,6,retrieval,AID,S6,0
claude_fable,6,retrieval,AID,S7,1
claude_fable,6,retrieval,AID,M4,22
claude_fable,6,retrieval,AID,M1,10
claude_fable,6,retrieval,AID,S1,0
claude_fable,6,retrieval,AID,M6,5
claude_fable,6,retrieval,AID,C4,0
claude_fable,6,retrieval,AID,C5,0
claude_fable,6,retrieval,AID,S3,0
claude_fable,6,retrieval,AID,C7,0
claude_fable,6,retrieval,AID,M5,6
claude_fable,6,retrieval,AID,S4,2
claude_fable,6,retrieval,AID,C6,0
claude_fable,6,retrieval,AID,S5,2
claude_fable,6,retrieval,AID,M8,10
claude_fable,6,retrieval,AID,S8,0
claude_fable,6,retrieval,AID,C3,0
claude_fable,6,retrieval,AID,M7,20
claude_fable,6,retrieval,AID,C2,0
claude_fable,6,retrieval,AID,C8,0
claude_fable,6,retrieval,AID,S2,2
claude_fable,6,retrieval,AID,M2,14
claude_fable,6,retrieval,M-KW,M3,2
claude_fable,6,retrieval,M-KW,C1,3
claude_fable,6,retrieval,M-KW,S6,4
claude_fable,6,retrieval,M-KW,S7,0
claude_fable,6,retrieval,M-KW,M4,10
claude_fable,6,retrieval,M-KW,M1,16
claude_fable,6,retrieval,M-KW,S1,0
claude_fable,6,retrieval,M-KW,M6,22
claude_fable,6,retrieval,M-KW,C4,5
claude_fable,6,retrieval,M-KW,C5,1
claude_fable,6,retrieval,M-KW,S3,0
claude_fable,6,retrieval,M-KW,C7,1
claude_fable,6,retrieval,M-KW,M5,1
claude_fable,6,retrieval,M-KW,S4,1
claude_fable,6,retrieval,M-KW,C6,7
claude_fable,6,retrieval,M-KW,S5,2
claude_fable,6,retrieval,M-KW,M8,8
claude_fable,6,retrieval,M-KW,S8,1
claude_fable,6,retrieval,M-KW,C3,0
claude_fable,6,retrieval,M-KW,M7,7
claude_fable,6,retrieval,M-KW,C2,2
claude_fable,6,retrieval,M-KW,C8,0
claude_fable,6,retrieval,M-KW,S2,0
