within_hp_id,source_study,source_row,PROLIFIC_PID,subject_id,game,Market,trial_order,anchor_allocation_kept,memory_source_column,memory,kw_dummy,market_x_kw,treatment_cell,anchor_share_sent,memory_key,actual_allocation_kept,actual_share_sent,actual_reason,actual_reason_category,actual_reason_category_num,category_num,category,classification_origin
WHP03631,control_kwlt,441,669f483731a6e90c5f0e341c,control_kwlt::669f483731a6e90c5f0e341c,kw,0,2,8.0,memory_kw_$4,Sharing a little of what you have while still ensuring you have more.,1,0,kw_control,0.3333333333333333,sharing a little of what you have while still ensuring you have more.,6.0,0.5,To ensure both people have the same amount.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03632,control_kwlt,441,669f483731a6e90c5f0e341c,control_kwlt::669f483731a6e90c5f0e341c,kw,0,2,12.0,memory_kw_$0,"Being far ahead of someone else, but choosing not to share with them.",1,0,kw_control,0.0,"being far ahead of someone else, but choosing not to share with them.",6.0,0.5,To ensure both people have the same amount.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03633,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,kw,0,1,4.0,memory_kw_$8,$8? That's more like giving them a magazine.,1,0,kw_control,0.6666666666666666,$8? that's more like giving them a magazine.,8.0,0.3333333333333333,"If I'm chosen, then it's a greater proportion. If the other person is chosen, I won't feel too badly.",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03634,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,kw,0,1,6.0,memory_kw_$6,$6? A Basic McDonalds' meal.,1,0,kw_control,0.5,$6? a basic mcdonalds' meal.,8.0,0.3333333333333333,"If I'm chosen, then it's a greater proportion. If the other person is chosen, I won't feel too badly.",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03635,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,kw,0,1,8.0,memory_kw_$4,$4? May as well buy them a couple of bags of crisps (chips),1,0,kw_control,0.3333333333333333,$4? may as well buy them a couple of bags of crisps (chips),8.0,0.3333333333333333,"If I'm chosen, then it's a greater proportion. If the other person is chosen, I won't feel too badly.",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03636,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,kw,0,1,12.0,memory_kw_$0,$0 you say? That feels like the equivalent of an empty promise.,1,0,kw_control,0.0,$0 you say? that feels like the equivalent of an empty promise.,8.0,0.3333333333333333,"If I'm chosen, then it's a greater proportion. If the other person is chosen, I won't feel too badly.",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03637,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,lt,0,2,4.0,memory_lt_$4,$4? Buying them a decent newspaper.,0,0,lt_control,0.6666666666666666,$4? buying them a decent newspaper.,9.0,0.25,"I was asked to do it, since I know nothing about the ultimate value outcome of this excercie, nor the theoretical purpose of why I'm doing it, I'm hedging my bets.",Mutual Benefit / Cooperation,2,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03638,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,lt,0,2,6.0,memory_lt_$2,$2? Buying them a bag of sweeties.,0,0,lt_control,0.5,$2? buying them a bag of sweeties.,9.0,0.25,"I was asked to do it, since I know nothing about the ultimate value outcome of this excercie, nor the theoretical purpose of why I'm doing it, I'm hedging my bets.",Mutual Benefit / Cooperation,2,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03639,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,lt,0,2,8.0,memory_lt_$0,"$0? Doing nothing for them, literally.",0,0,lt_control,0.3333333333333333,"$0? doing nothing for them, literally.",9.0,0.25,"I was asked to do it, since I know nothing about the ultimate value outcome of this excercie, nor the theoretical purpose of why I'm doing it, I'm hedging my bets.",Mutual Benefit / Cooperation,2,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03640,control_kwlt,238,66a3809b8308b81516f8a530,control_kwlt::66a3809b8308b81516f8a530,lt,0,2,12.0,memory_lt_-$4,-$4 Asking them to buy me a decent newspaper.,0,0,lt_control,0.0,-$4 asking them to buy me a decent newspaper.,9.0,0.25,"I was asked to do it, since I know nothing about the ultimate value outcome of this excercie, nor the theoretical purpose of why I'm doing it, I'm hedging my bets.",Mutual Benefit / Cooperation,2,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03641,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,lt,0,1,4.0,memory_lt_$4,I find it similar to buying a coffee.,0,0,lt_control,0.6666666666666666,i find it similar to buying a coffee.,6.0,0.5,I chose this because I feel the other participant should get some kind of benefit from me.,Moral,1,0,No clear justification,primary_agent_rowwise
WHP03642,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,lt,0,1,6.0,memory_lt_$2,I find jt similar to buying a candy bar.,0,0,lt_control,0.5,i find jt similar to buying a candy bar.,6.0,0.5,I chose this because I feel the other participant should get some kind of benefit from me.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03643,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,lt,0,1,8.0,memory_lt_$0,I find it similar to being unfair.,0,0,lt_control,0.3333333333333333,i find it similar to being unfair.,6.0,0.5,I chose this because I feel the other participant should get some kind of benefit from me.,Moral,1,1,Moral,primary_agent_rowwise
WHP03644,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,lt,0,1,12.0,memory_lt_-$4,I find it similar to being deceitful and greedy.,0,0,lt_control,0.0,i find it similar to being deceitful and greedy.,6.0,0.5,I chose this because I feel the other participant should get some kind of benefit from me.,Moral,1,3,Self-interest,primary_agent_rowwise
WHP03645,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,kw,0,2,4.0,memory_kw_$8,I find it similar to buying tickets off of the participant.,1,0,kw_control,0.6666666666666666,i find it similar to buying tickets off of the participant.,6.0,0.5,I chose $6 because it would make the allocation even for us so it would be fair.,Moral,1,0,No clear justification,primary_agent_rowwise
WHP03646,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,kw,0,2,6.0,memory_kw_$6,I find it similar to buying them a meal.,1,0,kw_control,0.5,i find it similar to buying them a meal.,6.0,0.5,I chose $6 because it would make the allocation even for us so it would be fair.,Moral,1,1,Moral,primary_agent_rowwise
WHP03647,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,kw,0,2,8.0,memory_kw_$4,I find it similar to buying them a coffee for their birthday.,1,0,kw_control,0.3333333333333333,i find it similar to buying them a coffee for their birthday.,6.0,0.5,I chose $6 because it would make the allocation even for us so it would be fair.,Moral,1,1,Moral,primary_agent_rowwise
WHP03648,control_kwlt,401,66a68f5a8f00fcc4e3ed4db5,control_kwlt::66a68f5a8f00fcc4e3ed4db5,kw,0,2,12.0,memory_kw_$0,I find it similar to being unfair.,1,0,kw_control,0.0,i find it similar to being unfair.,6.0,0.5,I chose $6 because it would make the allocation even for us so it would be fair.,Moral,1,1,Moral,primary_agent_rowwise
WHP03649,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,kw,0,1,4.0,memory_kw_$8,Transferring $8 to the other participant is similar to me in the way that my mom would purchase fast food for her and myself as a child. She would pay $8 for her adult sized meal while paying $4 for my child sized meal.,1,0,kw_control,0.6666666666666666,transferring $8 to the other participant is similar to me in the way that my mom would purchase fast food for her and myself as a child. she would pay $8 for her adult sized meal while paying $4 for my child sized meal.,6.0,0.5,We both are Prolific participants just trying to get by financially. I look at the $12 as a blessing that I was not expecting. I would like to split it evenly to share in the blessing with someone else.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03650,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,kw,0,1,6.0,memory_kw_$6,Transferring $6 to the other participant is similar to me in the way that I purchase online gaming items for my daughter and son. I split the money evenly on whatever each one of them wants to buy online.,1,0,kw_control,0.5,transferring $6 to the other participant is similar to me in the way that i purchase online gaming items for my daughter and son. i split the money evenly on whatever each one of them wants to buy online.,6.0,0.5,We both are Prolific participants just trying to get by financially. I look at the $12 as a blessing that I was not expecting. I would like to split it evenly to share in the blessing with someone else.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03651,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,kw,0,1,8.0,memory_kw_$4,"Transferring $4 to the other participant is similar to me in the way that my grandparents paid me and my younger sister for helping them take in the groceries. Hypothetically, I would have gotten paid $8 and my younger sister would have gotten paid $4.Tt",1,0,kw_control,0.3333333333333333,"transferring $4 to the other participant is similar to me in the way that my grandparents paid me and my younger sister for helping them take in the groceries. hypothetically, i would have gotten paid $8 and my younger sister would have gotten paid $4.tt",6.0,0.5,We both are Prolific participants just trying to get by financially. I look at the $12 as a blessing that I was not expecting. I would like to split it evenly to share in the blessing with someone else.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03652,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,kw,0,1,12.0,memory_kw_$0,Transferring $0 to the other participant is similar to me in the way of my husband and his grown son from a previous marriage. My husband would ask his son for help with auto repairs in exchange for a case of beer. My husband would buy his son a case of beer for $12 while receiving his son's help with car repairs.,1,0,kw_control,0.0,transferring $0 to the other participant is similar to me in the way of my husband and his grown son from a previous marriage. my husband would ask his son for help with auto repairs in exchange for a case of beer. my husband would buy his son a case of beer for $12 while receiving his son's help with car repairs.,6.0,0.5,We both are Prolific participants just trying to get by financially. I look at the $12 as a blessing that I was not expecting. I would like to split it evenly to share in the blessing with someone else.,Moral,1,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03653,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,lt,0,2,4.0,memory_lt_$4,,0,0,lt_control,0.6666666666666666,,6.0,0.5,"I look at myself to be the lucky one by getting the $8 allocation so to brighten the other participant's day, I choose to increase their allocation by $2.",Moral,1,0,No clear justification,empty_text
WHP03654,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,lt,0,2,6.0,memory_lt_$2,,0,0,lt_control,0.5,,6.0,0.5,"I look at myself to be the lucky one by getting the $8 allocation so to brighten the other participant's day, I choose to increase their allocation by $2.",Moral,1,0,No clear justification,empty_text
WHP03655,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,lt,0,2,8.0,memory_lt_$0,,0,0,lt_control,0.3333333333333333,,6.0,0.5,"I look at myself to be the lucky one by getting the $8 allocation so to brighten the other participant's day, I choose to increase their allocation by $2.",Moral,1,0,No clear justification,empty_text
WHP03656,control_kwlt,572,66ae6229ffbaa5975422455e,control_kwlt::66ae6229ffbaa5975422455e,lt,0,2,12.0,memory_lt_-$4,,0,0,lt_control,0.0,,6.0,0.5,"I look at myself to be the lucky one by getting the $8 allocation so to brighten the other participant's day, I choose to increase their allocation by $2.",Moral,1,0,No clear justification,empty_text
WHP03657,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,lt,0,1,4.0,memory_lt_$4,I had empathy for the other person.,0,0,lt_control,0.6666666666666666,i had empathy for the other person.,6.0,0.5,"I want to treat the other person equally, but I guess deep down I want money.",Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03658,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,lt,0,1,6.0,memory_lt_$2,I wanted equality.,0,0,lt_control,0.5,i wanted equality.,6.0,0.5,"I want to treat the other person equally, but I guess deep down I want money.",Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03659,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,lt,0,1,8.0,memory_lt_$0,The first thing I thought of was having a job. At places of work some people make more than others.,0,0,lt_control,0.3333333333333333,the first thing i thought of was having a job. at places of work some people make more than others.,6.0,0.5,"I want to treat the other person equally, but I guess deep down I want money.",Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03660,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,lt,0,1,12.0,memory_lt_-$4,I just do not like the thought of doing that. I would not do that.,0,0,lt_control,0.0,i just do not like the thought of doing that. i would not do that.,6.0,0.5,"I want to treat the other person equally, but I guess deep down I want money.",Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03661,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,kw,0,2,4.0,memory_kw_$8,I felt sorry for the other person.,1,0,kw_control,0.6666666666666666,i felt sorry for the other person.,10.0,0.1666666666666666,It is Christmas time and I am broke.,Self-interest,3,1,Moral,primary_agent_rowwise
WHP03662,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,kw,0,2,6.0,memory_kw_$6,A equal relationship.,1,0,kw_control,0.5,a equal relationship.,10.0,0.1666666666666666,It is Christmas time and I am broke.,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03663,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,kw,0,2,8.0,memory_kw_$4,I just wanted that person to have some money.,1,0,kw_control,0.3333333333333333,i just wanted that person to have some money.,10.0,0.1666666666666666,It is Christmas time and I am broke.,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03664,control_kwlt,414,66ae868b17efd9b24826809f,control_kwlt::66ae868b17efd9b24826809f,kw,0,2,12.0,memory_kw_$0,The need for money because I am broke.,1,0,kw_control,0.0,the need for money because i am broke.,10.0,0.1666666666666666,It is Christmas time and I am broke.,Self-interest,3,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03665,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,lt,0,1,4.0,memory_lt_$4,Buying someone a coffee.,0,0,lt_control,0.6666666666666666,buying someone a coffee.,6.0,0.5,I don't want to give them too much of my money but want to help them out.,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03666,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,lt,0,1,6.0,memory_lt_$2,Letting someone have money for a treat at a gas station.,0,0,lt_control,0.5,letting someone have money for a treat at a gas station.,6.0,0.5,I don't want to give them too much of my money but want to help them out.,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03667,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,lt,0,1,8.0,memory_lt_$0,Not giving someone money who is asking for it.,0,0,lt_control,0.3333333333333333,not giving someone money who is asking for it.,6.0,0.5,I don't want to give them too much of my money but want to help them out.,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03668,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,lt,0,1,12.0,memory_lt_-$4,Sending someone a fee for money that they owe you.,0,0,lt_control,0.0,sending someone a fee for money that they owe you.,6.0,0.5,I don't want to give them too much of my money but want to help them out.,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03669,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,kw,0,2,4.0,memory_kw_$8,Purchasing fast food for someone.,1,0,kw_control,0.6666666666666666,purchasing fast food for someone.,8.0,0.3333333333333333,I am willing to help them out but not give them all of my money since I was allocated 12.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03670,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,kw,0,2,6.0,memory_kw_$6,Buying someone fast food.,1,0,kw_control,0.5,buying someone fast food.,8.0,0.3333333333333333,I am willing to help them out but not give them all of my money since I was allocated 12.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03671,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,kw,0,2,8.0,memory_kw_$4,Purchasing a cup of coffee for someone.,1,0,kw_control,0.3333333333333333,purchasing a cup of coffee for someone.,8.0,0.3333333333333333,I am willing to help them out but not give them all of my money since I was allocated 12.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03672,control_kwlt,562,66b20339b1ea6c44133d8841,control_kwlt::66b20339b1ea6c44133d8841,kw,0,2,12.0,memory_kw_$0,Someone asking to borrow money or have their bill covered and saying no.,1,0,kw_control,0.0,someone asking to borrow money or have their bill covered and saying no.,8.0,0.3333333333333333,I am willing to help them out but not give them all of my money since I was allocated 12.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03673,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,kw,0,1,4.0,memory_kw_$8,"This would be a selfless act, I have once found some money on the floor and giving it to a homeless person.",1,0,kw_control,0.6666666666666666,"this would be a selfless act, i have once found some money on the floor and giving it to a homeless person.",6.0,0.5,Because the compensation for this study did not mention any potential for a bonus before I started. And so I view this as an unexpected 'bonus' of which I'm prepared to share with the other participant.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03674,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,kw,0,1,6.0,memory_kw_$6,Receiving a bonus from work and taking yourself and partner out for a meal.,1,0,kw_control,0.5,receiving a bonus from work and taking yourself and partner out for a meal.,6.0,0.5,Because the compensation for this study did not mention any potential for a bonus before I started. And so I view this as an unexpected 'bonus' of which I'm prepared to share with the other participant.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03675,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,kw,0,1,8.0,memory_kw_$4,Offering someone a piece of a snack or a treat.,1,0,kw_control,0.3333333333333333,offering someone a piece of a snack or a treat.,6.0,0.5,Because the compensation for this study did not mention any potential for a bonus before I started. And so I view this as an unexpected 'bonus' of which I'm prepared to share with the other participant.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03676,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,kw,0,1,12.0,memory_kw_$0,"Keeping an unexpected financial windfall from a partner, like a gambling win.",1,0,kw_control,0.0,"keeping an unexpected financial windfall from a partner, like a gambling win.",6.0,0.5,Because the compensation for this study did not mention any potential for a bonus before I started. And so I view this as an unexpected 'bonus' of which I'm prepared to share with the other participant.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03677,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,lt,0,2,4.0,memory_lt_$4,You would be sacrificing your money for the other participant. This would be like paying for someone else's bill at a coffee shop.,0,0,lt_control,0.6666666666666666,you would be sacrificing your money for the other participant. this would be like paying for someone else's bill at a coffee shop.,6.0,0.5,My answer to this question is the same as the last one.,No clear justification,0,1,Moral,gpt_5_6_subagent_rowwise
WHP03678,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,lt,0,2,6.0,memory_lt_$2,Giving someone some change trying to be charitable but it maybe being an offensive amount.,0,0,lt_control,0.5,giving someone some change trying to be charitable but it maybe being an offensive amount.,6.0,0.5,My answer to this question is the same as the last one.,No clear justification,0,1,Moral,gpt_5_6_subagent_rowwise
WHP03679,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,lt,0,2,8.0,memory_lt_$0,Like picking up the majority a portion of sweets as a kid and not offering to share them with a friend.,0,0,lt_control,0.3333333333333333,like picking up the majority a portion of sweets as a kid and not offering to share them with a friend.,6.0,0.5,My answer to this question is the same as the last one.,No clear justification,0,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03680,control_kwlt,311,66ba656b9769323a25debda9,control_kwlt::66ba656b9769323a25debda9,lt,0,2,12.0,memory_lt_-$4,I find it similar to stealing. Like taking a tip from a table in a restaurant.,0,0,lt_control,0.0,i find it similar to stealing. like taking a tip from a table in a restaurant.,6.0,0.5,My answer to this question is the same as the last one.,No clear justification,0,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03681,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,kw,0,1,4.0,memory_kw_$8,,1,0,kw_control,0.6666666666666666,,6.0,0.5,"I chose to share with them because they had 0 dollars. Since it is ""free money"" to me, I would hope someone would do the same for me and share money with me too.",Moral,1,0,No clear justification,empty_text
WHP03682,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,kw,0,1,6.0,memory_kw_$6,,1,0,kw_control,0.5,,6.0,0.5,"I chose to share with them because they had 0 dollars. Since it is ""free money"" to me, I would hope someone would do the same for me and share money with me too.",Moral,1,0,No clear justification,empty_text
WHP03683,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,kw,0,1,8.0,memory_kw_$4,,1,0,kw_control,0.3333333333333333,,6.0,0.5,"I chose to share with them because they had 0 dollars. Since it is ""free money"" to me, I would hope someone would do the same for me and share money with me too.",Moral,1,0,No clear justification,empty_text
WHP03684,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,kw,0,1,12.0,memory_kw_$0,,1,0,kw_control,0.0,,6.0,0.5,"I chose to share with them because they had 0 dollars. Since it is ""free money"" to me, I would hope someone would do the same for me and share money with me too.",Moral,1,0,No clear justification,empty_text
WHP03685,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,lt,0,2,4.0,memory_lt_$4,I would be very generous. The other person would have even more money than I would if I gave them $4. It would be like giving someone money that already has enough money in savings.,0,0,lt_control,0.6666666666666666,i would be very generous. the other person would have even more money than i would if i gave them $4. it would be like giving someone money that already has enough money in savings.,6.0,0.5,I chose this allocation to keep us even. I wanted to share what I had to make us even.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03686,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,lt,0,2,6.0,memory_lt_$2,I feel like transferring $2 would JUST make it fair. We would both have the same amount and it would make us equal.,0,0,lt_control,0.5,i feel like transferring $2 would just make it fair. we would both have the same amount and it would make us equal.,6.0,0.5,I chose this allocation to keep us even. I wanted to share what I had to make us even.,Moral,1,1,Moral,primary_agent_rowwise
WHP03687,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,lt,0,2,8.0,memory_lt_$0,This would feel selfish to me. The person does have some money but not the same amount as me.,0,0,lt_control,0.3333333333333333,this would feel selfish to me. the person does have some money but not the same amount as me.,6.0,0.5,I chose this allocation to keep us even. I wanted to share what I had to make us even.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03688,control_kwlt,405,66baeb26193b68793e6575f2,control_kwlt::66baeb26193b68793e6575f2,lt,0,2,12.0,memory_lt_-$4,"This would be selfish. If I transferred negative money, I would feel like I was angry at that person and mean.",0,0,lt_control,0.0,"this would be selfish. if i transferred negative money, i would feel like i was angry at that person and mean.",6.0,0.5,I chose this allocation to keep us even. I wanted to share what I had to make us even.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03689,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,kw,0,1,4.0,memory_kw_$8,lending money,1,0,kw_control,0.6666666666666666,lending money,7.5,0.375,to give money but still have some for myself,Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03690,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,kw,0,1,6.0,memory_kw_$6,lending money,1,0,kw_control,0.5,lending money,7.5,0.375,to give money but still have some for myself,Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03691,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,kw,0,1,8.0,memory_kw_$4,lending money,1,0,kw_control,0.3333333333333333,lending money,7.5,0.375,to give money but still have some for myself,Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03692,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,kw,0,1,12.0,memory_kw_$0,saying no to someone asking for money,1,0,kw_control,0.0,saying no to someone asking for money,7.5,0.375,to give money but still have some for myself,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03693,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,lt,0,2,4.0,memory_lt_$4,lending money,0,0,lt_control,0.6666666666666666,lending money,8.0,0.3333333333333333,"economy is bad, no position to lend money",Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03694,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,lt,0,2,6.0,memory_lt_$2,lending money,0,0,lt_control,0.5,lending money,8.0,0.3333333333333333,"economy is bad, no position to lend money",Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03695,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,lt,0,2,8.0,memory_lt_$0,lending money,0,0,lt_control,0.3333333333333333,lending money,8.0,0.3333333333333333,"economy is bad, no position to lend money",Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP03696,control_kwlt,56,66bba69a028672278914afe8,control_kwlt::66bba69a028672278914afe8,lt,0,2,12.0,memory_lt_-$4,saying no to someone asking for money,0,0,lt_control,0.0,saying no to someone asking for money,8.0,0.3333333333333333,"economy is bad, no position to lend money",Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP03697,control_kwlt,272,66c3578812da7fda730611d2,control_kwlt::66c3578812da7fda730611d2,kw,0,1,4.0,memory_kw_$8,Paying for someones entire meal.,1,0,kw_control,0.6666666666666666,paying for someones entire meal.,6.0,0.5,I believe this to be fair for both of us and I would feel guilty doing more or less.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP03698,control_kwlt,272,66c3578812da7fda730611d2,control_kwlt::66c3578812da7fda730611d2,kw,0,1,6.0,memory_kw_$6,Splitting an appetizer.,1,0,kw_control,0.5,splitting an appetizer.,6.0,0.5,I believe this to be fair for both of us and I would feel guilty doing more or less.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP03699,control_kwlt,272,66c3578812da7fda730611d2,control_kwlt::66c3578812da7fda730611d2,kw,0,1,8.0,memory_kw_$4,Paying towards someones meal.,1,0,kw_control,0.3333333333333333,paying towards someones meal.,6.0,0.5,I believe this to be fair for both of us and I would feel guilty doing more or less.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP03700,control_kwlt,272,66c3578812da7fda730611d2,control_kwlt::66c3578812da7fda730611d2,kw,0,1,12.0,memory_kw_$0,Getting free coffee and not paying it forward.,1,0,kw_control,0.0,getting free coffee and not paying it forward.,6.0,0.5,I believe this to be fair for both of us and I would feel guilty doing more or less.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
