classification_id,memory_key,memory
WCLS03362,"giving them $4 of my money, losing money when they gain it","Giving them $4 of my money, losing money when they gain it"
WCLS03363,giving them 1/3.,Giving them 1/3.
WCLS03364,giving them 1/3rds of the reward,Giving them 1/3rds of the reward
WCLS03365,giving them 2/3rds of the reward,Giving them 2/3rds of the reward
WCLS03366,giving them 4 slices of pizza and i have 6,Giving them 4 slices of pizza and I have 6
WCLS03367,giving them a bigger chunk of the money so being selfless and generous.,Giving them a bigger chunk of the money so being selfless and generous.
WCLS03368,giving them a bigger share,giving them a bigger share
WCLS03369,giving them a bit,giving them a bit
WCLS03370,giving them a coke,giving them a coke
WCLS03371,giving them a fair share but keeping most,Giving them a fair share but keeping most
WCLS03372,giving them a gift at my expense,Giving them a gift at my expense
WCLS03373,giving them a gift or wage,Giving them a gift or wage
WCLS03374,giving them a gift so they have some money,Giving them a gift so they have some money
WCLS03375,"giving them a good gesture, kindness but not making the situation worse for myself.","Giving them a good gesture, kindness but not making the situation worse for myself."
WCLS03376,giving them a little piece of the pie but keeping most of it for myself,Giving them a little piece of the pie but keeping most of it for myself
WCLS03377,giving them a loan for a particular purpose,Giving them a loan for a particular purpose
WCLS03378,giving them a mcdonald's or equivalent,Giving them a McDonald's or equivalent
WCLS03379,giving them a netflix gift card.,Giving them a netflix gift card.
WCLS03380,giving them a present,Giving them a present
WCLS03381,giving them a raise.,Giving them a raise.
WCLS03382,giving them a small boost.,giving them a small boost.
WCLS03383,giving them a small candy bar,Giving them a small candy bar
WCLS03384,giving them a third of it.,Giving them a third of it.
WCLS03385,giving them a tip,Giving them a tip
WCLS03386,giving them a token amount to show some degree of generosity,Giving them a token amount to show some degree of generosity
WCLS03387,giving them a treatfor their birthday?,Giving them a treatfor their birthday?
WCLS03388,giving them all your trust in marriage.,Giving them all your trust in marriage.
WCLS03389,giving them an amount that they can use and did not have already,Giving them an amount that they can use and did not have already
WCLS03390,giving them an arm,giving them an arm
WCLS03391,giving them an equal share of the total allocation,Giving them an equal share of the total allocation
WCLS03392,giving them an extra payment of $2,Giving them an extra payment of $2
WCLS03393,giving them an extra sweet from the packet,giving them an extra sweet from the packet
WCLS03394,giving them an incitive to make more money,giving them an incitive to make more money
WCLS03395,giving them both my legs,Giving them both my legs
WCLS03396,giving them bus fare home,Giving them bus fare home
WCLS03397,giving them change for a shopping cart,Giving them change for a shopping cart
WCLS03398,"giving them expired coupons,to get rid of them.","Giving them expired coupons,to get rid of them."
WCLS03399,giving them greater credit than is fair for their part,giving them greater credit than is fair for their part
WCLS03400,giving them half,giving them half
WCLS03401,giving them half my lunch money,Giving them half my lunch money
WCLS03402,"giving them half my money but still, i am getting something.","giving them half my money but still, I am getting something."
WCLS03403,"giving them half of my money and splitting the total equally, to make things fair","Giving them half of my money and splitting the total equally, to make things fair"
WCLS03404,giving them half of my money but allowing them the opportunity to take more than half of the total allocation,Giving them half of my money but allowing them the opportunity to take more than half of the total allocation
WCLS03405,giving them half the earnings.,Giving them half the earnings.
WCLS03406,giving them half towards something we both want,giving them half towards something we both want
WCLS03407,giving them half.,Giving them half.
WCLS03408,giving them money for a bottle of water.,Giving them money for a bottle of water.
WCLS03409,giving them money to buy a certain game,Giving them money to buy a certain game
WCLS03410,giving them more,giving them more
WCLS03411,giving them more than half,Giving them more than half
WCLS03412,giving them more than i can afford,Giving them more than I can afford
WCLS03413,giving them more than i have,Giving them more than I have
WCLS03414,giving them more than me,giving them more than me
WCLS03415,giving them more than myself,giving them more than myself
WCLS03416,giving them most of the reward,Giving them most of the reward
WCLS03417,giving them nothing,giving them nothing
WCLS03418,giving them nothing at all,giving them nothing at all
WCLS03419,giving them nothing when i could afford to thus creating a bad trading atmosphere between us,giving them nothing when I could afford to thus creating a bad trading atmosphere between us
WCLS03420,giving them one leg,giving them one leg
WCLS03421,giving them some money for a little sweet treat.,Giving them some money for a little sweet treat.
WCLS03422,giving them some of my money,giving them some of my money
WCLS03423,giving them some to be nice but wanting the most for yourself.,Giving them some to be nice but wanting the most for yourself.
WCLS03424,giving them something,giving them something
WCLS03425,giving them something as a gift.,giving them something as a gift.
WCLS03426,giving them something for their help in acquiring the money,Giving them something for their help in acquiring the money
WCLS03427,giving them something which is nice and i've not really lost anything as the money was given to be to begin with.,giving them something which is nice and I've not really lost anything as the money was given to be to begin with.
WCLS03428,giving them the ability to buy sweets or snacks from the convenience store,Giving them the ability to buy sweets or snacks from the convenience store
WCLS03429,giving them the majority but just keeping a portion for yourself,Giving them the majority but just keeping a portion for yourself
WCLS03430,giving them the smaller of two slices of cake,Giving them the smaller of two slices of cake
WCLS03431,giving them your trust in a long committed relationship.,Giving them your trust in a long committed relationship.
WCLS03432,giving them £400 to put towards a car,Giving them £400 to put towards a car
WCLS03433,giving to 'for profit' charities,giving to 'for profit' charities
WCLS03434,giving to a birthday collection,Giving to a birthday collection
WCLS03435,giving to a charitable cause that is close to my heart.,Giving to a charitable cause that is close to my heart.
WCLS03436,giving to a charity,Giving to a charity
WCLS03437,giving to a charity in need,Giving to a charity in need
WCLS03438,giving to a charity jar,Giving to a charity jar
WCLS03439,"giving to a charity to help someone out of the kindness of your heart, without receiving anything in return.","Giving to a charity to help someone out of the kindness of your heart, without receiving anything in return."
WCLS03440,giving to a charity.,Giving to a charity.
WCLS03441,giving to a friend in need.,Giving to a friend in need.
WCLS03442,giving to a homeless person,giving to a homeless person
WCLS03443,"giving to anyone, could be a charitable thing, could be just being helpful. but it too could be for family or friends. but it seems more likely it would be something else.","Giving to anyone, could be a charitable thing, could be just being helpful. But it too could be for family or friends. But it seems more likely it would be something else."
WCLS03444,giving to be fair,giving to be fair
WCLS03445,giving to charity,Giving to charity
WCLS03446,giving to charity - this seems like it would make it fair overall.,Giving to charity - this seems like it would make it fair overall.
WCLS03447,giving to charity and paying someone to make you feel better,Giving to charity and paying someone to make you feel better
WCLS03448,"giving to charity because the 2 dollars above their half would be a gift/donation, not earned.","Giving to charity because the 2 dollars above their half would be a gift/donation, not earned."
WCLS03449,"giving to charity just so you can post it on your social media. so, sharing to feel good but not to make a real difference.","Giving to charity just so you can post it on your social media. So, sharing to feel good but not to make a real difference."
WCLS03450,giving to charity or helping someone in financial need.,Giving to charity or helping someone in financial need.
WCLS03451,giving to charity or someone less fortunate who is in trouble,giving to charity or someone less fortunate who is in trouble
WCLS03452,"giving to charity, but keeping a bit of what you were going to give to buy yourself some sweets.","Giving to charity, but keeping a bit of what you were going to give to buy yourself some sweets."
WCLS03453,"giving to charity, where you don't benefit and actually end up with less, but it's for a good cause.","Giving to charity, where you don't benefit and actually end up with less, but it's for a good cause."
WCLS03454,giving to charity.,Giving to charity.
WCLS03455,giving to family,giving to family
WCLS03456,giving to much and leaving myself hungry,Giving to much and leaving myself hungry
WCLS03457,giving to my children. putting them first and foremost.,Giving to my children. Putting them first and foremost.
WCLS03458,giving to people out of generosity and to be equal,giving to people out of generosity and to be equal
WCLS03459,giving to somebody begging on the street,Giving to somebody begging on the street
WCLS03460,giving to someone in need,giving to someone in need
WCLS03461,giving to the poor,Giving to the poor
WCLS03462,giving to those less fortunate,Giving to those less fortunate
WCLS03463,giving too much to be equal,Giving too much to be equal
WCLS03464,giving too much when you are struggling as well,Giving too much when you are struggling as well
WCLS03465,giving two thirds of what i have with others.,Giving two thirds of what I have with others.
WCLS03466,giving up my seat on a train.,Giving up my seat on a train.
WCLS03467,giving up on making profit,giving up on making profit
WCLS03468,giving up something that you own for someone else,Giving up something that you own for someone else
WCLS03469,giving up something unnecessarily,giving up something unnecessarily
WCLS03470,giving up too much value,giving up too much value
WCLS03471,giving up value without reason,giving up value without reason
WCLS03472,giving what i can afford,Giving what I can afford
WCLS03473,giving work for free.,Giving work for free.
WCLS03474,giving you a small amount but not as much as me,Giving you a small amount but not as much as me
WCLS03475,giving your child a larger portion of dinner than you serve yourself because it is their favourite meal and they are hungry.,Giving your child a larger portion of dinner than you serve yourself because it is their favourite meal and they are hungry.
WCLS03476,giving your sibling something but keeping majority for yourself,giving your sibling something but keeping majority for yourself
WCLS03477,"givng the other participant more than me wouldn't feel fair either, but i would liken it to giving away money to a charity","Givng the other participant more than me wouldn't feel fair either, but I would liken it to giving away money to a charity"
WCLS03478,goes back to a preious answer on the previous page but finding money and keeping it to myself.,Goes back to a preious answer on the previous page but finding money and keeping it to myself.
WCLS03479,"going about your day as normal, not interacting with money","Going about your day as normal, not interacting with money"
WCLS03480,going above and beyond,Going above and beyond
WCLS03481,"going above and beyond in helping someone, like lending a friend most of your savings because they are in urgent need. it;;s generous and leans toward altruism.","Going above and beyond in helping someone, like lending a friend most of your savings because they are in urgent need. It;;s generous and leans toward altruism."
WCLS03482,going all in during poker,going all in during poker
WCLS03483,going as a group to bingo and winning a game as an individual.,Going as a group to Bingo and winning a game as an individual.
WCLS03484,going evens being fair,Going evens being fair
WCLS03485,going fifty fifty with a friend,Going fifty fifty with a friend
WCLS03486,"going for a walk, uphill","going for a walk, uphill"
WCLS03487,going for food/drinks with a friend you know doesn't have as much money but will simply eat/drink less and be satisfied.,Going for food/drinks with a friend you know doesn't have as much money but will simply eat/drink less and be satisfied.
WCLS03488,going for get something that costs $2 and pay using a $8 bill,Going for get something that costs $2 and pay using a $8 bill
WCLS03489,"going for max profit, so broker gets no markup","going for max profit, so broker gets no markup"
WCLS03490,going half and half for a cheap meal,going half and half for a cheap meal
WCLS03491,going half and half on something,Going half and half on something
WCLS03492,going halfs on everything such as buying each other rounds of drink,Going halfs on everything such as buying each other rounds of drink
WCLS03493,going halves and sharing a meal bill if you are out.,Going halves and sharing a meal bill if you are out.
WCLS03494,going halves on a shared restaurant bill.,Going halves on a shared restaurant bill.
WCLS03495,going halves with the other participant.,going halves with the other participant.
WCLS03496,going home happy and whole,going home happy and whole
WCLS03497,going home whole,going home whole
WCLS03498,going in and getting a nice discount,Going in and getting a nice discount
WCLS03499,going into a shop and finding a sale on,Going into a shop and finding a sale on
WCLS03500,going into a shop and finding na item on sale,Going into a shop and finding na item on sale
WCLS03501,going into a shop and nothing being on offer.,Going into a shop and nothing being on offer.
WCLS03502,going money to charity,Going money to charity
WCLS03503,going on a girls trip with friends and my friend accidentally forgot their purse and cards. for a meal out i transfer them $8 to be able to pay.,Going on a girls trip with friends and my friend accidentally forgot their purse and cards. For a meal out I transfer them $8 to be able to pay.
WCLS03504,going out for a meal totalling x amount and splitting it evenly,Going out for a meal totalling X amount and splitting it evenly
WCLS03505,"going out of business, most likely puts it below cost.","Going out of business, most likely puts it below cost."
WCLS03506,going out shopping and not buying anything,Going out shopping and not buying anything
WCLS03507,going out to eat with friends. we each pay our own bill so no one is transferring money to each other.,Going out to eat with friends. We each pay our own bill so no one is transferring money to each other.
WCLS03508,going out to lunch with a friend and splitting the bill equally,Going out to lunch with a friend and splitting the bill equally
WCLS03509,going out with a friend for meal and we're each paying for our own meal.,Going out with a friend for meal and we're each paying for our own meal.
WCLS03510,going out with a group of friends and having to leave a tip for the server.,Going out with a group of friends and having to leave a tip for the server.
WCLS03511,"going out with anyone, everything is more expensive nowadays.","Going out with anyone, everything is more expensive nowadays."
WCLS03512,going out with friends and not having to pay anything so having a free night out,GOING OUT WITH FRIENDS AND NOT HAVING TO PAY ANYTHING SO HAVING A FREE NIGHT OUT
WCLS03513,going out with two of your friends and paying for something in thirds.,Going out with two of your friends and paying for something in thirds.
WCLS03514,going somewhere and there’s a sale on,Going somewhere and there’s a sale on
WCLS03515,going through daily life,going through daily life
WCLS03516,going thru grocery line and not having to pay for anything,going thru grocery line and not having to pay for anything
WCLS03517,going to a cafe and its the end of the day. the food is reduced by 2$,Going to a cafe and its the end of the day. The food is reduced by 2$
WCLS03518,going to a factor outlet and getting a bargain,going to a factor outlet and getting a bargain
WCLS03519,going to a football match and get two tickets for the price of one.,Going to a football match and get two tickets for the price of one.
WCLS03520,"going to a restaurant and deciding to share the cost. we both paid $25 dollars to the waiter. however, as my meal cost $27 dollars and his only cost $23, i transferred $2 to his account.","Going to a restaurant and deciding to share the cost. We both paid $25 dollars to the waiter. However, as my meal cost $27 dollars and his only cost $23, I transferred $2 to his account."
WCLS03521,going to a restaurant and not leaving a tip,Going to a restaurant and not leaving a tip
WCLS03522,"going to a restaurant with a friend. we agreed that we would both pay half of the bill and we both paid the waiter direct. however, i spent far more on my food but refused to give extra to my friend. i transferred $0 to my friend..","Going to a restaurant with a friend. We agreed that we would both pay half of the bill and we both paid the waiter direct. However, I spent far more on my food but refused to give extra to my friend. I transferred $0 to my friend.."
WCLS03523,going to a store and having a large coupon for an item.,Going to a store and having a large coupon for an item.
WCLS03524,going to a store and having a medium sized coupon for an item.,Going to a store and having a medium sized coupon for an item.
WCLS03525,going to a store and having a small coupon for an item.,Going to a store and having a small coupon for an item.
WCLS03526,going to a store and paying the posted price for an item.,Going to a store and paying the posted price for an item.
WCLS03527,going to be going without something to eat as not enough money,Going to be going without something to eat as not enough money
WCLS03528,going to buy my shopping knowing i have a set amount of money that doesn't increase or decrease.,going to buy my shopping knowing i have a set amount of money that doesn't increase or decrease.
WCLS03529,going to lunch with a friend and the friend lets you pay the whole tab without objection.,Going to lunch with a friend and the friend lets you pay the whole tab without objection.
WCLS03530,"going to lunch with a friend. the friend picks up the tab, and you just leave the tip.","Going to lunch with a friend. The friend picks up the tab, and you just leave the tip."
WCLS03531,"going to marshall's and finding a top i really liked in my size. after trying it on i noticed there was a stain on the bottom on the top in the front. i was pretty sure i could get it out, but i asked the manager if he could discount the top. he agreed and marked the shirt down by $4.","Going to Marshall's and finding a top I really liked in my size. After trying it on I noticed there was a stain on the bottom on the top in the front. I was pretty sure I could get it out, but I asked the manager if he could discount the top. He agreed and marked the shirt down by $4."
WCLS03532,going to the beach and the weather is solid and the sun is out and you are with friends,going to the beach and the weather is solid and the sun is out and you are with friends
WCLS03533,going to the dollar store and everything is exactly priced as it should be,going to the dollar store and everything is exactly priced as it should be
WCLS03534,going to the grocery store and them not having what i wanted and having to leave empty handed.,Going to the grocery store and them not having what I wanted and having to leave empty handed.
WCLS03535,going to the shop and finding your item the same price as usual without any increase or offers,Going to the shop and finding your item the same price as usual without any increase or offers
WCLS03536,going to the shops to buy milk and bread.,Going to the shops to buy milk and bread.
WCLS03537,going to the store and paying regular price for the item you want to purchase.,Going to the store and paying regular price for the item you want to purchase.
WCLS03538,going to tje shop and the price changes by $4,Going to tje shop and the price changes by $4
WCLS03539,"going to work day in day out, and doing the same thing every day with no change.","Going to work day in day out, and doing the same thing every day with no change."
WCLS03540,going to work like any other day,going to work like any other day
WCLS03541,going with the flow. using standard price and not negotiating,going with the flow. using standard price and not negotiating
WCLS03542,going without to give someone else,going without to give someone else
WCLS03543,gold vng them more than i am gettng,gold vng them more than I am gettng
WCLS03544,good amount,GOOD AMOUNT
WCLS03545,good and nice and very nice,GOOD AND NICE AND VERY NICE
WCLS03546,good deal i would say,good deal I would say
WCLS03547,good idea,Good idea
WCLS03548,good price for me but would be unfair,Good price for me but would be unfair
WCLS03549,good to be a bit cheaper,Good to be a bit cheaper
WCLS03550,goodness and fairness,Goodness and fairness
WCLS03551,goodwill the thrift store.,Goodwill the thrift store.
WCLS03552,got to pay for cinema tickets for £38 instead of £40,Got to pay for cinema tickets for £38 instead of £40
WCLS03553,government,Government
WCLS03554,government assistance to help the less fortunate be on a more even playing field,Government assistance to help the less fortunate be on a more even playing field
WCLS03555,government redistribution of fundsincome.,Government redistribution of fundsincome.
WCLS03556,government redistribution of wealth,Government redistribution of wealth
WCLS03557,government taking their share of something they likely arent even entitle to,government taking their share of something they likely arent even entitle to
WCLS03558,goving money to a friend,Goving money to a friend
WCLS03559,great,great
WCLS03560,greed,greed
WCLS03561,"greed - i not only want to keep all of my own money, but i want the other person's money, too","greed - I not only want to keep all of my own money, but I want the other person's money, too"
WCLS03562,greed - taking everything for yourself eg when dividing food out,Greed - taking everything for yourself eg when dividing food out
WCLS03563,greed and more on making profit.,Greed and more on making profit.
WCLS03564,greed from a boss or manager,Greed from a Boss or Manager
WCLS03565,greed in society,Greed in society
WCLS03566,greed on my behalf for not sharing,Greed on my behalf for not sharing
WCLS03567,greed still,Greed still
WCLS03568,"greed, capitalism.","Greed, capitalism."
WCLS03569,"greed, eating 2 meals to yourself","Greed, eating 2 meals to yourself"
WCLS03570,"greed, pure and simple. not being willing to share anything with the other person.","Greed, pure and simple. Not being willing to share anything with the other person."
WCLS03571,"greed, typical society today. watching your neighbor starve or have no heat while you’re giving clothing hauls is comparable","Greed, typical society today. Watching your neighbor starve or have no heat while you’re giving clothing hauls is comparable"
WCLS03572,"greed, unforgiving, greedy people","greed, unforgiving, greedy people"
WCLS03573,greed-denying people their rightful wages,greed-denying people their rightful wages
WCLS03574,greed.,greed.
WCLS03575,greed. this is a very high percentage to transfer.,Greed. This is a very high percentage to transfer.
WCLS03576,greed. winning a grand prize and keeping all the winnings to yourself,greed. winning a grand prize and keeping all the winnings to yourself
WCLS03577,"greediness, unkind","Greediness, unkind"
WCLS03578,greedy,greedy
WCLS03579,greedy and it doesnt bgive thjem an incentive,greedy and it doesnt bgive thjem an incentive
WCLS03580,greedy and selfish,Greedy and selfish
WCLS03581,greedy but being a businesswoman,greedy but being a businesswoman
WCLS03582,greedy person at least give them something.,Greedy person at least give them something.
WCLS03583,greedy shopkeepers amending their prices up before a sale,Greedy shopkeepers amending their prices up before a sale
WCLS03584,"greedy, i'll never sell my house at this price because i don't want to sell after all.","Greedy, I'll never sell my house at this price because I don't want to sell after all."
WCLS03585,"greedy, not sure i've experienced anything similar","greedy, not sure i've experienced anything similar"
WCLS03586,grocery prices for holidays stayed the same from year to year even though fluctuations were happening with other items.,Grocery prices for holidays stayed the same from year to year even though fluctuations were happening with other items.
WCLS03587,guilt - the feeling of doing the right thing - by giving some money away,Guilt - the feeling of doing the right thing - by giving some money away
WCLS03588,gym reducing its monthly subscription by 1gbp,gym reducing its monthly subscription by 1gbp
WCLS03589,haggling a price at a car boot sale. small discount with the intention of meeting in the middle.,haggling a price at a car boot sale. small discount with the intention of meeting in the middle.
WCLS03590,haggling a price in the market.,Haggling a price in the market.
WCLS03591,haggling at a market.,Haggling at a market.
WCLS03592,haggling in a market in thailand,Haggling in a market in Thailand
WCLS03593,haggling in the market,Haggling in the market
WCLS03594,haggling over a product to buy,haggling over a product to buy
WCLS03595,haggling over an item to buy,haggling over an item to buy
WCLS03596,haggling with a friend over what to eat for lunch,haggling with a friend over what to eat for lunch
WCLS03597,half,half
WCLS03598,half and half,Half and half
WCLS03599,half and half. that's a fair share.,Half and half. That's a fair share.
WCLS03600,half my original amount to create a better trading situation between us,half my original amount to create a better trading situation between us
WCLS03601,half of something,half of something
WCLS03602,half of the $12.00,Half of the $12.00
WCLS03603,half of the $8.00,Half of the $8.00
WCLS03604,"half price deal, good deal","half price deal, good deal"
WCLS03605,half price item of something bought in a shop,Half price item of something bought in a shop
WCLS03606,half price on phone plan,Half price on phone plan
WCLS03607,half price reduction at sale,Half price reduction at sale
WCLS03608,half price reduction in retail,half price reduction in retail
WCLS03609,half price sale - old christmas stock.,Half price sale - old Christmas stock.
WCLS03610,half price sale in a store,Half price sale in a store
WCLS03611,half price sale offer,Half price sale offer
WCLS03612,half price sale that i would like to attend,half price sale that I would like to attend
WCLS03613,"half price sale, 50% off","Half price sale, 50% off"
WCLS03614,half price sale/black friday,Half price sale/black friday
WCLS03615,half price seasonal sale,half price seasonal sale
WCLS03616,"half price, good value price.","Half price, good value price."
WCLS03617,half split is like marriage,half split is like marriage
WCLS03618,half the original price,half the original price
WCLS03619,halfing a reward with a relative or friend,Halfing a reward with a relative or friend
WCLS03620,halfing the price of a meal in a restaurant so i pay half and my friend pays half,Halfing the price of a meal in a restaurant so I pay half and my friend pays half
WCLS03621,"halfing the price, so broker received higher markup","halfing the price, so broker received higher markup"
WCLS03622,halving a bill,Halving a bill
WCLS03623,halving a cake,Halving a cake
WCLS03624,halving the cost of two theatre tickets because we got one free one.,Halving the cost of two theatre tickets because we got one free one.
WCLS03625,halving the final bill at a restaurant.,Halving the final bill at a restaurant.
WCLS03626,halving the money so you've got some equally.,Halving the money so you've got some equally.
WCLS03627,halving the orginal amount like when i go out for lunch with a friend and we split the bill in half,Halving the orginal amount like when I go out for lunch with a friend and we split the bill in half
WCLS03628,halving the price for a friend,halving the price for a friend
WCLS03629,"halving the price for perhaps the work taking less time than expected, a deal of the work or if the work was not completed fully","halving the price for perhaps the work taking less time than expected, a deal of the work or if the work was not completed fully"
WCLS03630,halving the sum that the computer had decided would be the right starting price,halving the sum that the computer had decided would be the right starting price
WCLS03631,halving their lunch.,Halving their lunch.
WCLS03632,halving with a sibling,Halving with a sibling
WCLS03633,handing $2 to someone on the street.,Handing $2 to someone on the street.
WCLS03634,handing my child money for the store,handing my child money for the store
WCLS03635,handing over a couple bucks to a homeless person,Handing over a couple bucks to a homeless person
WCLS03636,handing over money in taxes for someone else to benefit from,Handing over money in taxes for someone else to benefit from
WCLS03637,hanging out with someone you don't know very well and not knowing how much money they have because you are paying for your own items.,Hanging out with someone you don't know very well and not knowing how much money they have because you are paying for your own items.
WCLS03638,happy paying the price for an item in a shop,Happy paying the price for an item in a shop
WCLS03639,happy with the price,happy with the price
WCLS03640,hard bargaining in car sales. no discount.,hard bargaining in car sales. no discount.
WCLS03641,hardly worth the effort to transfer such a small amount.,Hardly worth the effort to transfer such a small amount.
WCLS03642,have a discount sale for a holiday,Have a discount sale for a holiday
WCLS03643,have inf three slices of pizza eating one and giving two away,Have inf three slices of pizza eating one and giving two away
WCLS03644,having $0 as well,having $0 as well
WCLS03645,having $12 and buying someone a coffee with it.,having $12 and buying someone a coffee with it.
WCLS03646,having $12 to spare for a tip in a restaurant. deciding to tip $8 and keep the remaining $4,Having $12 to spare for a tip in a restaurant. Deciding to tip $8 and keep the remaining $4
WCLS03647,having 2 slices of cake that are equal sized and having a slice each,Having 2 slices of cake that are equal sized and having a slice each
WCLS03648,having 4 slices of pizza eating three and giving one away,Having 4 slices of pizza eating three and giving one away
WCLS03649,having a 50% off discount on a purchase,having a 50% off discount on a purchase
WCLS03650,having a balance at the bank,having a balance at the bank
WCLS03651,having a bonus and feeling generous,having a bonus and feeling generous
WCLS03652,having a budget and sticking to it.,Having a budget and sticking to it.
WCLS03653,"having a business deal with donald thump. sadly, i would be thump.","Having a business deal with Donald Thump. Sadly, I would be Thump."
WCLS03654,having a cake and not sharing it.,Having a cake and not sharing it.
WCLS03655,having a coupon to use at the dry cleaner,Having a coupon to use at the dry cleaner
WCLS03656,having a fair and balanced transaction between both parties.,Having a fair and balanced transaction between both parties.
WCLS03657,having a friend ask me to send them money on cash app,having a friend ask me to send them money on cash app
WCLS03658,having a friend buy you a drink out as a gesture of good will.,Having a friend buy you a drink out as a gesture of good will.
WCLS03659,having a friend miss out on an experience when i had money to pay for them,having a friend miss out on an experience when i had money to pay for them
WCLS03660,having a good walk with a friend.,Having a good walk with a friend.
WCLS03661,having a hard time and not being able to help,having a hard time and not being able to help
WCLS03662,"having a little cash left over, and decided to give it to a homeless person.","Having a little cash left over, and decided to give it to a homeless person."
WCLS03663,having a lot of respect for the other person and not needing the extra yourself as much.,Having a lot of respect for the other person and not needing the extra yourself as much.
WCLS03664,having a loyalty card discount,having a loyalty card discount
WCLS03665,having a major pay cut.,Having a major pay cut.
WCLS03666,having a meal at the table and giving someone the scraps,Having a meal at the table and giving someone the scraps
WCLS03667,"having a negative experience such as going to the beach and it's crowded and loud, with an obnoxious family next to you.","Having a negative experience such as going to the beach and it's crowded and loud, with an obnoxious family next to you."
WCLS03668,having a pay cut from your salary.,Having a pay cut from your salary.
WCLS03669,having a really hard time keeping things afloat,having a really hard time keeping things afloat
WCLS03670,having a sale and a discount,Having a sale and a discount
WCLS03671,having a sale of 50% off,Having a sale of 50% off
WCLS03672,having a sale on my products,having a sale on my products
WCLS03673,having a sale...providing something at a reduced price,having a sale...providing something at a reduced price
WCLS03674,having a small lunch back in 2019.,Having a small lunch back in 2019.
WCLS03675,having a snack and sharing half with a friend.,Having a snack and sharing half with a friend.
WCLS03676,having a wife as as soon as you have one she is entitled to half,Having a wife as as soon as you have one she is entitled to half
WCLS03677,having agreed a price and both sides sticking to that agreement.,having agreed a price and both sides sticking to that agreement.
WCLS03678,having an agent that does all marketing and applications.,Having an agent that does all marketing and applications.
WCLS03679,having an average day where things ran smoothly and no major hiccups occurred.,Having an average day where things ran smoothly and no major hiccups occurred.
WCLS03680,having an equal share as my partner,having an equal share as my partner
WCLS03681,having children... always giving money away!,Having children... always giving money away!
WCLS03682,having complete ownership of an item such as food and not sharing it when the other person doesn't have anything.,Having complete ownership of an item such as food and not sharing it when the other person doesn't have anything.
WCLS03683,having done something together but not giving someone their fair share,Having done something together but not giving someone their fair share
WCLS03684,having earned some money from a task together with someone owing me previously,Having earned some money from a task together with someone owing me previously
WCLS03685,having enough for a night out but sharing with a friend who was a bit short,Having enough for a night out but sharing with a friend who was a bit short
WCLS03686,having extra food or supplies and sharing a small portion with a neighbor,having extra food or supplies and sharing a small portion with a neighbor
WCLS03687,having hair styled but not cut.,Having hair styled but not cut.
WCLS03688,having lunch out and using a voucher that gives you 66% off the meal.,Having lunch out and using a voucher that gives you 66% off the meal.
WCLS03689,having made an error in my calculations and making a loss.,Having made an error in my calculations and making a loss.
WCLS03690,having money deducted from my pay cheque,having money deducted from my pay cheque
WCLS03691,having money stolen from me,having money stolen from me
WCLS03692,having more than my partner,having more than my partner
WCLS03693,having my icecream eaten by a seagull,Having my icecream eaten by a seagull
WCLS03694,having my partner pay for my meal as a gift,Having my partner pay for my meal as a gift
WCLS03695,having no discount on a purchase,having no discount on a purchase
WCLS03696,having no money at all,Having no money at all
WCLS03697,"having no money in my wallet, and deciding to keep what i already have for myself.","Having no money in my wallet, and deciding to keep what I already have for myself."
WCLS03698,having someone's hand in your wallet.,Having someone's hand in your wallet.
WCLS03699,"having surgery and being forced to take weeks off work, therefore losing pay.","having surgery and being forced to take weeks off work, therefore losing pay."
WCLS03700,having that same amount as well,having that same amount as well
WCLS03701,having the equal amount,having the equal amount
WCLS03702,having the price of something regular buy increasing,having the price of something regular buy increasing
WCLS03703,having the same amount of money in a gambling game.,Having the same amount of money in a gambling game.
WCLS03704,"having to give up a greater portion of my winnings, possibly pre agreed percentage","Having to give up a greater portion of my winnings, possibly pre agreed percentage"
WCLS03705,having to pay a small bill as soon as you get paid.,Having to pay a small bill as soon as you get paid.
WCLS03706,having to pay a tip on something i didn't plan on,having to pay a tip on something I didn't plan on
WCLS03707,having to pay for excess benefits,Having to pay for excess benefits
WCLS03708,having to pay for groceries for £60 instead of £56,Having to pay for groceries for £60 instead of £56
WCLS03709,having to pay more for an item in my grocery shop than last time.,Having to pay more for an item in my grocery shop than last time.
WCLS03710,having to pay more on an item in the grocery store,having to pay more on an item in the grocery store
WCLS03711,having to pay more rent than my roommate,having to pay more rent than my roommate
WCLS03712,having to pay over the odds when going to a theme park with my friends,Having to pay over the odds when going to a theme park with my friends
WCLS03713,having to pay slightly more for a bill e.g. electricity as the price has increased.,Having to pay slightly more for a bill e.g. electricity as the price has increased.
WCLS03714,having to share with someone you don’t like,Having to share with someone you don’t like
WCLS03715,having to take a cut to use somewhere else,having to take a cut to use somewhere else
WCLS03716,having two slices of cake where yours is bigger. giving the other person some of your slice so they are equal in size,Having two slices of cake where yours is bigger. Giving the other person some of your slice so they are equal in size
WCLS03717,having two slices of cake where yours is bigger. giving the other person some of your slice so they have more cake than you,Having two slices of cake where yours is bigger. Giving the other person some of your slice so they have more cake than you
WCLS03718,having two slices of cake where yours is bigger. keeping the bigger slice and leaving the other person with the smaller slice,Having two slices of cake where yours is bigger. Keeping the bigger slice and leaving the other person with the smaller slice
