classification_id,memory_key,memory,category_num,classification_origin,category
WCLS00746,a slight payment,A slight payment,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00747,"a small amount off, perhaps only on selected items and still makes a difference to the total.","A small amount off, perhaps only on selected items and still makes a difference to the total.",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00748,a small bonus given,A small bonus given,1,gpt_5_6_subagent_rowwise,Moral
WCLS00749,a small bonus that isn’t really significant,A small bonus that isn’t really significant,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00750,a small change on the stock market,a small change on the stock market,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00751,"a small charity case, where more could be given but is a gesture","A small charity case, where more could be given but is a gesture",1,gpt_5_6_subagent_rowwise,Moral
WCLS00752,a small charity donation.,A small charity donation.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00753,"a small deal or sale, like when they say 20% off buy now, but really it's not that good of a deal.","A small deal or sale, like when they say 20% off buy now, but really it's not that good of a deal.",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00754,"a small dip in the market, but not enough to make a dramatic change.","A small dip in the market, but not enough to make a dramatic change.",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00755,"a small discount, something similar to a sale in a store or something.","A small discount, something similar to a sale in a store or something.",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00756,a small donation to a charity.,A small donation to a charity.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00757,a small donation to the local charity.,A small donation to the local charity.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00758,a small electrical product like a hair trimmer. something where there is a reasonable incentive to now buy the item.,A small electrical product like a hair trimmer. Something where there is a reasonable incentive to now buy the item.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00759,a small gratitude to somebody who helped me,A small gratitude to somebody who helped me,1,gpt_5_6_subagent_rowwise,Moral
WCLS00760,a small increase to the transfer. things are starting to look positive.,A small increase to the transfer. Things are starting to look positive.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00761,a small lottery win that you don't have to share.,A small lottery win that you don't have to share.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00762,a small meaningless gesture,A small meaningless gesture,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00763,a small reduction like a 20% sale in a shop,A small reduction like a 20% sale in a shop,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00764,a small sale or discount in a store.,A small sale or discount in a store.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00765,a small tip,A small tip,1,gpt_5_6_subagent_rowwise,Moral
WCLS00766,a small token,a small token,1,gpt_5_6_subagent_rowwise,Moral
WCLS00767,a small token of getsure for the help on something,a small token of getsure for the help on something,1,gpt_5_6_subagent_rowwise,Moral
WCLS00768,"a small yet noticeable discount offered by a business to encourage repeat customers or incentivize a purchase. for instance, a coffee shop offers a coupon that saves you $4 off your next coffee purchase. the price change is moderate, encouraging continued business without being too extreme. it’s like when you go to buy a regular item but get a small discount that makes you feel like you're getting a better deal than usual.","A small yet noticeable discount offered by a business to encourage repeat customers or incentivize a purchase. For instance, a coffee shop offers a coupon that saves you $4 off your next coffee purchase. The price change is moderate, encouraging continued business without being too extreme. It’s like when you go to buy a regular item but get a small discount that makes you feel like you're getting a better deal than usual.",2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00769,a smaller discount. so almost like buying two items and getting the third for free,A smaller discount. So almost like buying two items and getting the third for free,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00770,"a smaller gift, not really fair","A smaller gift, not really fair",1,gpt_5_6_subagent_rowwise,Moral
WCLS00771,a software title on sale,A software title on sale,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00772,a sole trader business person who does not want to under sell him/herself.,A sole trader business person who does not want to under sell him/herself.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00773,a solid item that is worth a certain amount of money,A solid item that is worth a certain amount of money,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00774,a special offer in a closing down sale.,A special offer in a closing down sale.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00775,"a special offer in a supermarket, where the supermarket gives you a cheaper deal to increase sales","A special offer in a supermarket, where the supermarket gives you a cheaper deal to increase sales",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00776,"a special offer, something like an event of small item.","A special offer, something like an event of small item.",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00777,a special promotion sale,A special promotion sale,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00778,a spouse saying they are going to change but nothing!,a spouse saying they are going to change but nothing!,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00779,a spring sale at a clothes shop,A Spring sale at a clothes shop,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00780,a spring sale or everyday sale (ie not black friday),A spring sale or everyday sale (ie not Black Friday),0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00781,a square deal - would consider this option.,A square deal - would consider this option.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00782,a stable relationship with no changes,A stable relationship with no changes,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00783,"a staff discount, it’s a very small difference","a staff discount, it’s a very small difference",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00784,a standard price in a supermarket,A standard price in a supermarket,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00785,"a status quo, where we are each left with whatever we were dealt.","A status quo, where we are each left with whatever we were dealt.",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00786,"a steady economy, since no change is necessary","A steady economy, since no change is necessary",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00787,"a steep sale, or an attempt to rip someone off with a low ball offer.","A steep sale, or an attempt to rip someone off with a low ball offer.",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00788,a stingy customer walking past a charity bucket during the holidays. not willing to share his wealth.,A stingy customer walking past a charity bucket during the holidays. Not willing to share his wealth.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00789,a store keeping the price steady.,A store keeping the price steady.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00790,a store lowers their prices regardless of the tariffs to keep their customers,A store lowers their prices regardless of the tariffs to keep their customers,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00791,a store manager decided to discount halloween candy the day after october 31st and started at 50% to see how much he could clear off the shelves.,A store manager decided to discount Halloween candy the day after October 31st and started at 50% to see how much he could clear off the shelves.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00792,a store marking the price up.,A store marking the price up.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00793,a store price gouging a product,a store price gouging a product,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00794,a store sale from an outfit looking to get rid of excess merchandise.,A store sale from an outfit looking to get rid of excess merchandise.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00795,a store still interested in a sale. but looking for more profit if raised and looking to unload if lowered.,A store still interested in a sale. but looking for more profit if raised and looking to unload if lowered.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00796,a store that has staples that carry a consistent price tag.,A store that has staples that carry a consistent price tag.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00797,a store that is going out of business and prefers giving away goods to paying someone to carry them off.,A store that is going out of business and prefers giving away goods to paying someone to carry them off.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00798,a stranger asks you to give them money for no obvious reason.,a stranger asks you to give them money for no obvious reason.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00799,a stranger on the street who needs help.,A stranger on the street who needs help.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00800,a stranger stealing,A stranger stealing,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00801,a stranger was short on cash for groceries so i gave him $4 to have enough.,A stranger was short on cash for groceries so I gave him $4 to have enough.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00802,a stranger who am not confident needs the money,A stranger who am not confident needs the money,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00803,a stranger winning $8 at a county fair & me $4 & saying it was the luck of the draw.,A stranger winning $8 at a county fair & me $4 & saying it was the luck of the draw.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00804,"a streaming service change the price by $4 increases it to $12. the customer is not happy about the price increase, however, the company did add more content their catalog","A streaming service change the price by $4 increases it to $12. The customer is not happy about the price increase, however, the company did add more content their catalog",2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00805,a sudden shortage driving up the price of a product during the covid pandemic.,A sudden shortage driving up the price of a product during the Covid pandemic.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00806,a summer sale price that may be advertised on tv,A summer sale price that may be advertised on TV,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00807,a super high price - maximum it could be,a super high price - maximum it could be,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00808,a supermarket a supermarket a supermarket,a supermarket a supermarket a supermarket,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00809,a supplier accepting a discounted price for materials to secure a long term contract.,A supplier accepting a discounted price for materials to secure a long term contract.,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00810,a tactical error where you got a job you thought was one thing but turned out to be a scam,a tactical error where you got a job you thought was one thing but turned out to be a scam,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00811,a team event working in pairs where it was decided in advance to split the winnings.,A team event working in pairs where it was decided in advance to split the winnings.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00812,a team leader is uncertain of the outcome so lowers the value of the product to secure a better outcome,A team leader is uncertain of the outcome so lowers the value of the product to secure a better outcome,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00813,a team leader who fee3ls like they have done all the work and does not feel the need to share the rewards,A team leader who fee3ls like they have done all the work and does not feel the need to share the rewards,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00814,a team leader who feels that they have not made much effort to a final product so decides to share the rewards fairly based on who did what,A team leader who feels that they have not made much effort to a final product so decides to share the rewards fairly based on who did what,1,gpt_5_6_subagent_rowwise,Moral
WCLS00815,"a team partnership, making things ffair","A team partnership, making things ffair",1,gpt_5_6_subagent_rowwise,Moral
WCLS00816,a teamplayer making things fair for all,a teamplayer making things fair for all,1,gpt_5_6_subagent_rowwise,Moral
WCLS00817,a temporary mark-up on something like eggs when avian flu breaks out,a temporary mark-up on something like eggs when avian flu breaks out,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00818,a temporary sale on a product to gain loyalty,A temporary sale on a product to gain loyalty,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00819,a terrorist allowing someone to starve,a terrorist allowing someone to starve,1,gpt_5_6_subagent_rowwise,Moral
WCLS00820,a thief stealing everything possible,A thief stealing everything possible,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00821,a time when a friend asked if they could have one of my possessions but i said no as i needed it.,A time when a friend asked if they could have one of my possessions but I said no as i needed it.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00822,a time when i got equal pay than my coworker got,A time when I got equal pay than my coworker got,1,gpt_5_6_subagent_rowwise,Moral
WCLS00823,a time when i lost a lot of money on derby day at the track,a time when I lost a lot of money on Derby day at the track,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00824,a time when i made less money than my co worker,A time when i made less money than my co worker,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00825,a time when i was forced as a child to give the majority of my toys away to my brother as i had been naughty.,A time when I was forced as a child to give the majority of my toys away to my brother as I had been naughty.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00826,a time when i was given less allowance than my sister,A time when I was given less allowance than my sister,1,gpt_5_6_subagent_rowwise,Moral
WCLS00827,a time when i'd split a price in half with someone to buy something between us to save on costs.,A time when I'd split a price in half with someone to buy something between us to save on costs.,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00828,a time where someone didnt care to help me,A time where someone didnt care to help me,1,gpt_5_6_subagent_rowwise,Moral
WCLS00829,a time where someone gave. me what. was owed to me,A time where someone gave. me what. was owed to me,1,gpt_5_6_subagent_rowwise,Moral
WCLS00830,a tiny amount of essentials being bought at the store,A tiny amount of essentials being bought at the store,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00831,a tip to a barista,a tip to a barista,1,gpt_5_6_subagent_rowwise,Moral
WCLS00832,a token amount,a token amount,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00833,a token gesture,A token gesture,1,gpt_5_6_subagent_rowwise,Moral
WCLS00834,"a token gesture, doing a kind thing but still primarily thinking of oneself","A token gesture, doing a kind thing but still primarily thinking of oneself",1,gpt_5_6_subagent_rowwise,Moral
WCLS00835,a token gesture.,a token gesture.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00836,"a token offer, not sincere","A token offer, not sincere",1,gpt_5_6_subagent_rowwise,Moral
WCLS00837,a top from say h&m or newlook,A top from say H&M or newlook,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00838,"a total stranger, or someone i have no reason to give money to. perhaps someone untrustworthy.","A total stranger, or someone I have no reason to give money to. Perhaps someone untrustworthy.",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00839,a trader offering a small discount to encourage a sale.,A trader offering a small discount to encourage a sale.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00840,a truly capitalist system where i am allowed to keep 109% of what i acquire.,A truly capitalist system where I am allowed to keep 109% of what I acquire.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00841,a typical occurrence in the current world of today,A typical occurrence in the current world of today,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00842,a typical producer-middle man split where the producer earns slightly more as their job is more complex,A typical producer-middle man split where the producer earns slightly more as their job is more complex,1,gpt_5_6_subagent_rowwise,Moral
WCLS00843,a very big tip,a very big tip,1,gpt_5_6_subagent_rowwise,Moral
WCLS00844,a very cautious person who prefers to leave things as they are - if it isn't broke don't fix it.,a very cautious person who prefers to leave things as they are - if it isn't broke don't fix it.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00845,"a very compassionate person or organization, such as a church or community center.","A very compassionate person or organization, such as a church or community center.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00846,a very fair payment,A very fair payment,1,gpt_5_6_subagent_rowwise,Moral
WCLS00847,"a very generous donation, maybe the person has plenty of money already and good sense of morality and doesn't need to keep so much for themselves","A very generous donation, maybe the person has plenty of money already and good sense of morality and doesn't need to keep so much for themselves",1,gpt_5_6_subagent_rowwise,Moral
WCLS00848,a very generous offer to someone i don't know,a very generous offer to someone I don't know,1,gpt_5_6_subagent_rowwise,Moral
WCLS00849,a very giving person that puts others first,A very giving person that puts others first,1,gpt_5_6_subagent_rowwise,Moral
WCLS00850,a very good offer for me,a very good offer for me,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00851,a very greedy person who is unsympathetic towards others,a very greedy person who is unsympathetic towards others,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00852,a very kind generous person with maybe more to give,a very kind generous person with maybe more to give,1,gpt_5_6_subagent_rowwise,Moral
WCLS00853,a very selfless person that doesn't need the money,A very selfless person that doesn't need the money,1,gpt_5_6_subagent_rowwise,Moral
WCLS00854,a very unfair deal eg taking both slices of cake and leaving them none,A very unfair deal eg taking both slices of cake and leaving them none,1,gpt_5_6_subagent_rowwise,Moral
WCLS00855,a waste of time as noting changes,A waste of time as noting changes,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00856,a waste of time.,A waste of time.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00857,"a wealthy benefactor donates to a local community theater every year to support the arts and the people who volunteer their time. this benefactor has no ties to the theater, but feels a sense of obligation to give back to their community since they have been fortunate.","A wealthy benefactor donates to a local community theater every year to support the arts and the people who volunteer their time. This benefactor has no ties to the theater, but feels a sense of obligation to give back to their community since they have been fortunate.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00858,a weekly price promotion,A weekly price promotion,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00859,a weird choice and honest waste of time,A weird choice and honest waste of time,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00860,a who dunnit moment,A who dunnit moment,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00861,a wholesaler offering lower prices.,A wholesaler offering lower prices.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00862,a winning bingo ticket and we both agreed we would share our winnings,a winning bingo ticket and we both agreed we would share our winnings,1,gpt_5_6_subagent_rowwise,Moral
WCLS00863,a work colleague sharing a bonus if i did not get the same as them,A work colleague sharing a bonus if I did not get the same as them,1,gpt_5_6_subagent_rowwise,Moral
WCLS00864,a worthless gesture,A worthless gesture,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00865,a year with no pay rises.,A year with no pay rises.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00866,abandoning a person in need,Abandoning a person in need,1,gpt_5_6_subagent_rowwise,Moral
WCLS00867,about doing one third.,About doing one third.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00868,about right,about right,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00869,absolute greed,Absolute greed,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00870,"absolutely fair, equal shares","Absolutely fair, equal shares",1,gpt_5_6_subagent_rowwise,Moral
WCLS00871,absolutely stupid,absolutely stupid,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00872,absolutley nothing but kindness.,Absolutley nothing but kindness.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00873,accepting a default price without any negotiation,Accepting a default price without any negotiation,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00874,"accepting a fair offer. if someone offers you something at a price you think is fair, and you don’t negotiate.","Accepting a fair offer. if someone offers you something at a price you think is fair, and you don’t negotiate.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00875,accepting a first offer on a selling site,accepting a first offer on a selling site,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00876,accepting a monthly wage.,Accepting a monthly wage.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00877,accepting a situation decided by a third person according to their idea of relative merit,Accepting a situation decided by a third person according to their idea of relative merit,1,gpt_5_6_subagent_rowwise,Moral
WCLS00878,accepting an offer on my house that is less than i asked.,Accepting an offer on my house that is less than I asked.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00879,accepting less than i deserve,Accepting less than I deserve,1,gpt_5_6_subagent_rowwise,Moral
WCLS00880,accepting standard pay without negotiation.,Accepting standard pay without negotiation.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00881,accepting terms and conditions,Accepting terms and conditions,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00882,accepting the fate that life has dealt each of us and living with those consequences.,Accepting the fate that life has dealt each of us and living with those consequences.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00883,accepting the initial offer without negotiation,accepting the initial offer without negotiation,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00884,accepting the price as given. helps people save by not raising prices,accepting the price as given. Helps people save by not raising prices,1,gpt_5_6_subagent_rowwise,Moral
WCLS00885,accepting the status quo and not questioning it.,Accepting the status quo and not questioning it.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00886,accepting the worth at the time,accepting the worth at the time,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00887,accepting your fate.,Accepting your fate.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00888,accurately valuing the price of the work you carry out,Accurately valuing the price of the work you carry out,1,gpt_5_6_subagent_rowwise,Moral
WCLS00889,acknowledging someone,Acknowledging someone,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00890,"acknowledging that the other participant either added more value to the task, or that they were more in need","acknowledging that the other participant either added more value to the task, or that they were more in need",1,gpt_5_6_subagent_rowwise,Moral
WCLS00891,acknowledging them,Acknowledging them,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00892,act of kindness to make both of our pocket full of the same amount of money.,Act of kindness to make both of our pocket full of the same amount of money.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00893,acting equitably,Acting equitably,1,gpt_5_6_subagent_rowwise,Moral
WCLS00894,acting fairly toward a business partner in a transaction.,Acting fairly toward a business partner in a transaction.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00895,actually being fairly compensated for work,Actually being fairly compensated for work,1,gpt_5_6_subagent_rowwise,Moral
WCLS00896,adding a discount to an existing price,adding a discount to an existing price,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00897,adding a sensible profit margin,Adding a sensible profit margin,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00898,adding an extra service,Adding an extra service,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00899,adding an extra service in addition to the base price.,Adding an extra service in addition to the base price.,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00900,adding four to my total.,Adding four to my total.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00901,adding money from the bank and being richer.,Adding money from the bank and being richer.,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00902,adding money to a bonus pot of a work bonus,Adding money to a bonus pot of a work bonus,1,gpt_5_6_subagent_rowwise,Moral
WCLS00903,adequate price for the data,Adequate price for the data,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00904,adjusting the price of an item listed on depop when it goes on sale.,Adjusting the price of an item listed on Depop when it goes on sale.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00905,admitting the other participant is of greater value than me,Admitting the other participant is of greater value than me,1,gpt_5_6_subagent_rowwise,Moral
WCLS00906,admitting the other participant is of less value than me,Admitting the other participant is of less value than me,1,gpt_5_6_subagent_rowwise,Moral
WCLS00907,advocating for yourself and your skills as best as possible,Advocating for yourself and your skills as best as possible,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00908,"again , i find that taking away an amount is similar to the will i spoke of earlier. the main mother figure wanted everything to be equal but after she passed, the will was adjusted so that the males in the family received much more than the females.","Again , i find that taking away an amount is similar to the will i spoke of earlier. The main mother figure wanted everything to be equal but after she passed, the will was adjusted so that the males in the family received much more than the females.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00909,"again , not being equal. this could be by being female or by a race of people. it causes issues when equality is not practiced.","Again , not being equal. This could be by being female or by a race of people. it causes issues when equality is not practiced.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00910,again doing a favour by dropping the price,again doing a favour by dropping the price,1,gpt_5_6_subagent_rowwise,Moral
WCLS00911,again giving money to someone who needs it but not as much,Again giving money to someone who needs it but not as much,1,gpt_5_6_subagent_rowwise,Moral
WCLS00912,again i think it is best for me and thinking of the other person to earn more for our services.,Again I think it is best for me and thinking of the other person to earn more for our services.,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00913,again i think of the gym as when i use a cardio machine i go up in increments of 4 minutes,Again I think of the gym as when I use a cardio machine I go up in increments of 4 minutes,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00914,again i would find this unfair and not be able to consiously live with this decision. although there have been many times in my life where i got the short end of the stick.,Again i would find this unfair and not be able to consiously live with this decision. Although there have been many times in my life where i got the short end of the stick.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00915,again making an unfair split of resources,again making an unfair split of resources,1,gpt_5_6_subagent_rowwise,Moral
WCLS00916,again no idea sorry - this makes no sense,Again no idea sorry - this makes no sense,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00917,again refering to my investments and loss,again refering to my investments and loss,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00918,again similar to haggling,again similar to haggling,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00919,again they might need it more than i do and i would still have $4,Again they might need it more than I do and I would still have $4,1,gpt_5_6_subagent_rowwise,Moral
WCLS00920,again this could be reasonable depending on the effort it originally took to obtain the data.,Again this could be reasonable depending on the effort it originally took to obtain the data.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00921,again this helps no one,again this helps no one,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00922,again this price would not fully cover time spent on her artwork. very disappointing!,Again this price would not fully cover time spent on her artwork. Very disappointing!,3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00923,again this would be hard to take as it would not be an equal distribution of the money.,Again this would be hard to take as it would not be an equal distribution of the money.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00924,again this would be like giving away half of my money which would be unfair as they have nothing to give in return,again this would be like giving away half of my money which would be unfair as they have nothing to give in return,1,gpt_5_6_subagent_rowwise,Moral
WCLS00925,again unfairness as it wouldn’t be an equal amount split between two.,Again unfairness as it wouldn’t be an equal amount split between two.,1,gpt_5_6_subagent_rowwise,Moral
WCLS00926,"again, a company trying to make a profit, albeit a lesser one.","Again, a company trying to make a profit, albeit a lesser one.",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00927,"again, a tad rude. why even acknowledge that you would give someone zero dollars.","Again, a tad rude. Why even acknowledge that you would give someone zero dollars.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00928,"again, as above, nothing at all, just normal behaviour","Again, as above, nothing at all, just normal behaviour",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00929,"again, greedy with little faith.","Again, greedy with little faith.",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00930,"again, i find it similar to giving to charity.","Again, I find it similar to giving to charity.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00931,"again, if i have understood this correctly, i would end up with an equal reward to the broker. if we both worked as hard for the money this would be fair. maybe this could be compared to someone doing a job that enables me to make a profit by doing a job that i don't understand as well as them or i don't want to spend my time on that task.","Again, if I have understood this correctly, I would end up with an equal reward to the broker. If we both worked as hard for the money this would be fair. Maybe this could be compared to someone doing a job that enables me to make a profit by doing a job that I don't understand as well as them or I don't want to spend my time on that task.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00932,"again, lack of interest and trying to attract more buyers","Again, lack of interest and trying to attract more buyers",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00933,"again, no different to changing it to any other amount","Again, no different to changing it to any other amount",0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00934,"again, paying the other participant for a good or service we both value at $8","Again, paying the other participant for a good or service we both value at $8",2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
WCLS00935,"again, sharing things fairly and equally.","Again, sharing things fairly and equally.",1,gpt_5_6_subagent_rowwise,Moral
WCLS00936,"again, unfair pricing that isnt accetable","again, unfair pricing that isnt accetable",1,gpt_5_6_subagent_rowwise,Moral
WCLS00937,"aggressive price-cutting in order to move a product quickly. the quality may not be very good, so just trying to get it sold.","Aggressive price-cutting in order to move a product quickly. The quality may not be very good, so just trying to get it sold.",3,gpt_5_6_subagent_rowwise,Self-interest
WCLS00938,agreeing a mid point cost for selling an item,Agreeing a mid point cost for selling an item,1,gpt_5_6_subagent_rowwise,Moral
WCLS00939,agreeing a wage increase.,Agreeing a wage increase.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00940,agreeing on a figure and sticking to it.,Agreeing on a figure and sticking to it.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00941,agreeing on a price of a transaction but then backing out.,Agreeing on a price of a transaction but then backing out.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00942,agreeing the initial price with the other party.,Agreeing the initial price with the other party.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00943,agreeing to buy a house at the asking price.,Agreeing to buy a house at the asking price.,0,gpt_5_6_subagent_rowwise,No clear justification
WCLS00944,agreeing to do something for a friend without reimbursement for my time but they buy me a drink.,Agreeing to do something for a friend without reimbursement for my time but they buy me a drink.,2,gpt_5_6_subagent_rowwise,Mutual Benefit / Cooperation
